lat,long,timeStamp
52.554195,13.450637,1609588487411
52.554117,13.450494,1609588490318
52.554000,13.450390,1609588493202
52.553912,13.450475,1609588496368
52.553850,13.450490,1609588499318
52.553723,13.450427,1609588502254
52.553572,13.450277,1609588505212
52.553487,13.450035,1609588508222
52.553370,13.449801,1609588511319
52.553206,13.449619,1609588514320
52.553151,13.449486,1609588517484
52.553091,13.449420,1609588520400
52.552991,13.449424,1609588523372
52.552922,13.449465,1609588526505
52.552870,13.449580,1609588530403
52.552707,13.449786,1609588534408
52.552597,13.450147,1609588538320
52.552465,13.450549,1609588542526
52.552341,13.451029,1609588546248
52.552238,13.451357,1609588549199
52.552146,13.451702,1609588552473
52.552045,13.452053,1609588555220
52.551947,13.452368,1609588558529
52.551847,13.452741,1609588561433
52.551750,13.453058,1609588564436
52.551650,13.453339,1609588567214
52.551559,13.453466,1609588570510
52.551449,13.453453,1609588573321
52.551402,13.453422,1609588576184
52.551331,13.453418,1609588579207
52.551217,13.453374,1609588582193
52.551078,13.453292,1609588585348
52.550980,13.453099,1609588588192
52.550860,13.453154,1609588591321
52.550669,13.453159,1609588594379
52.550478,13.453082,1609588597297
52.550363,13.453071,1609588600320
52.550146,13.452983,1609588603192
52.549988,13.452851,1609588606611
52.549788,13.452752,1609588609247
52.549594,13.452712,1609588612420
52.549365,13.452649,1609588615481
52.549206,13.452649,1609588618213
52.549065,13.452672,1609588621321
52.548902,13.452721,1609588624321
52.548825,13.452709,1609588627171
52.548794,13.452720,1609588630419
52.548774,13.452717,1609588633429
52.548773,13.452710,1609588636407
52.548767,13.452710,1609588639208
52.548767,13.452705,1609588642300
52.548755,13.452705,1609588645322
52.548755,13.452705,1609588648420
52.548748,13.452709,1609588651322
52.548752,13.452715,1609588655203
52.548722,13.452717,1609588658502
52.548678,13.452568,1609588662390
52.548612,13.452599,1609588666320
52.548532,13.452744,1609588670321
52.548370,13.452855,1609588674318
52.548256,13.452938,1609588677403
52.548105,13.453044,1609588680382
52.547935,13.453160,1609588683522
52.547782,13.453202,1609588686195
52.547576,13.453325,1609588689660
52.547402,13.453433,1609588692565
52.547232,13.453545,1609588695341
52.547042,13.453670,1609588698206
52.546915,13.453752,1609588701351
52.546770,13.453855,1609588704578
52.546581,13.453899,1609588707320
52.546489,13.453937,1609588710392
52.546374,13.454059,1609588713247
52.546268,13.454089,1609588716207
52.546120,13.454170,1609588719581
