lat,long,timeStamp,Distance
52.489057,13.392868,0,0
52.48912,13.392886,2.600000,0.007250
52.489185,13.392906,5.200000,0.014500
52.489164,13.393049,8.950000,0.024900
52.489119,13.393381,12.700000,0.035300
52.489147,13.393466,16.450000,0.045700
52.489147,13.393496,20.200000,0.056100
52.489143,13.393524,23.150000,0.064350
52.489113,13.393733,26.100000,0.072600
52.489085,13.393932,27.980000,0.081960
52.489042,13.394245,29.860000,0.091320
52.489027,13.39433,31.740000,0.100680
52.489018,13.394373,33.620000,0.110040
52.489007,13.394399,35.500000,0.119400
52.489022,13.394478,42.51111111111111111111111111,0.1393555555555555555555555556
52.489024,13.394491,49.52222222222222222222222222,0.1593111111111111111111111112
52.489024,13.394525,56.53333333333333333333333333,0.1792666666666666666666666668
52.489011,13.394768,63.54444444444444444444444444,0.1992222222222222222222222224
52.488966,13.395744,70.55555555555555555555555555,0.2191777777777777777777777780
52.488949,13.396051,77.56666666666666666666666666,0.2391333333333333333333333336
52.488907,13.396917,84.57777777777777777777777777,0.2590888888888888888888888892
52.488898,13.396955,91.58888888888888888888888888,0.2790444444444444444444444448
52.488866,13.397018,98.59999999999999999999999999,0.2990000000000000000000000004
52.488892,13.397078,102.3777777777777777777777778,0.3156111111111111111111111115
52.488899,13.397134,106.1555555555555555555555556,0.3322222222222222222222222226
52.4889,13.397377,109.9333333333333333333333334,0.3488333333333333333333333337
52.488897,13.397537,113.7111111111111111111111112,0.3654444444444444444444444448
52.488896,13.397622,117.4888888888888888888888890,0.3820555555555555555555555559
52.488891,13.397948,121.2666666666666666666666668,0.3986666666666666666666666670
52.488877,13.398635,125.0444444444444444444444446,0.4152777777777777777777777781
52.488873,13.399024,128.8222222222222222222222224,0.4318888888888888888888888892
52.48887,13.39921,132.6000000000000000000000002,0.4485000000000000000000000003
52.488966,13.399281,136.5978723404255319148936172,0.4684914893617021276595744684
52.489014,13.399317,140.5957446808510638297872342,0.4884829787234042553191489365
52.489292,13.399523,144.5936170212765957446808512,0.5084744680851063829787234046
52.489409,13.399611,148.5914893617021276595744682,0.5284659574468085106382978727
52.489469,13.399655,152.5893617021276595744680852,0.5484574468085106382978723408
52.489582,13.39974,156.5872340425531914893617022,0.5684489361702127659574468089
52.489916,13.399988,160.5851063829787234042553192,0.5884404255319148936170212770
52.490129,13.400146,164.5829787234042553191489362,0.6084319148936170212765957451
52.490152,13.400164,168.5808510638297872340425532,0.6284234042553191489361702132
52.49026,13.400244,172.5787234042553191489361702,0.6484148936170212765957446813
52.49034,13.400308,176.5765957446808510638297872,0.6684063829787234042553191494
52.490418,13.400369,180.5744680851063829787234042,0.6883978723404255319148936175
52.490514,13.400445,184.5723404255319148936170212,0.7083893617021276595744680856
52.490595,13.40051,188.5702127659574468085106382,0.7283808510638297872340425537
52.490744,13.400626,192.5680851063829787234042552,0.7483723404255319148936170218
52.491038,13.400856,196.5659574468085106382978722,0.7683638297872340425531914899
52.492193,13.401757,200.5638297872340425531914892,0.7883553191489361702127659580
52.492265,13.401812,204.5617021276595744680851062,0.8083468085106382978723404261
52.492329,13.40186,208.5595744680851063829787232,0.8283382978723404255319148942
52.492344,13.401872,212.5574468085106382978723402,0.8483297872340425531914893623
52.492362,13.401886,216.5553191489361702127659572,0.8683212765957446808510638304
52.492451,13.401954,220.5531914893617021276595742,0.8883127659574468085106382985
52.492542,13.402025,224.5510638297872340425531912,0.9083042553191489361702127666
52.492666,13.40212,228.5489361702127659574468082,0.9282957446808510638297872347
52.492728,13.402168,232.5468085106382978723404252,0.9482872340425531914893617028
52.492901,13.402301,236.5446808510638297872340422,0.9682787234042553191489361709
52.493433,13.402718,240.5425531914893617021276592,0.9882702127659574468085106390
52.493543,13.402904,244.5404255319148936170212762,1.008261702127659574468085107
52.493678,13.403186,248.5382978723404255319148932,1.028253191489361702127659575
52.493725,13.403271,252.5361702127659574468085102,1.048244680851063829787234043
52.493746,13.403305,256.5340425531914893617021272,1.068236170212765957446808511
52.49383,13.403407,260.5319148936170212765957442,1.088227659574468085106382979
52.493874,13.403447,264.5297872340425531914893612,1.108219148936170212765957447
52.493924,13.403492,268.5276595744680851063829782,1.128210638297872340425531915
52.494012,13.40356,272.5255319148936170212765952,1.148202127659574468085106383
52.494028,13.403573,276.5234042553191489361702122,1.168193617021276595744680851
52.494485,13.403941,280.5212765957446808510638292,1.188185106382978723404255319
52.494681,13.4041,284.5191489361702127659574462,1.208176595744680851063829787
52.495122,13.404446,288.5170212765957446808510632,1.228168085106382978723404255
52.495208,13.404517,292.5148936170212765957446802,1.248159574468085106382978723
52.49544,13.404719,296.5127659574468085106382972,1.268151063829787234042553191
52.495997,13.405153,300.5106382978723404255319142,1.288142553191489361702127659
52.496067,13.405196,304.5085106382978723404255312,1.308134042553191489361702127
52.496127,13.40521,308.5063829787234042553191482,1.328125531914893617021276595
52.496195,13.405194,312.5042553191489361702127652,1.348117021276595744680851063
52.496277,13.405159,316.5021276595744680851063822,1.368108510638297872340425531
52.496394,13.405071,320.4999999999999999999999992,1.388099999999999999999999999
52.496442,13.405102,324.1461538461538461538461530,1.406323076923076923076923076
52.496624,13.405247,327.7923076923076923076923068,1.424546153846153846153846153
52.496749,13.405334,331.4384615384615384615384606,1.442769230769230769230769230
52.496812,13.405383,335.0846153846153846153846144,1.460992307692307692307692307
52.496943,13.405485,338.7307692307692307692307682,1.479215384615384615384615384
52.49728,13.405746,342.3769230769230769230769220,1.497438461538461538461538461
52.49769,13.406065,346.0230769230769230769230758,1.515661538461538461538461538
