long,lat,timeStamp
13.403956,52.515375,986.6087378640823
13.404269,52.515152,991.1344660194221
13.40429,52.51514,995.660194174762
13.404416,52.515051,1000.1859223301018
13.405361,52.514353,1004.7116504854416
13.405474,52.514269,1009.2373786407815
13.405556,52.514208,1013.7631067961213
13.405667,52.514123,1018.2888349514611
13.405837,52.513995,1022.814563106801
13.405946,52.513913,1027.3402912621407
13.406113,52.5138,1031.8660194174804
13.406278,52.513689,1036.3917475728201
13.406343,52.513649,1040.9174757281598
13.40643,52.513591,1045.4432038834996
13.406628,52.513453,1049.9689320388393
13.406698,52.513404,1054.494660194179
13.407097,52.513133,1059.0203883495187
13.407168,52.513086,1063.5461165048584
13.407722,52.512709,1068.0718446601982
13.407993,52.512525,1072.597572815538
13.408067,52.512475,1077.1233009708776
13.407937,52.512424,1081.6490291262173
13.407818,52.512361,1086.174757281557
13.407081,52.512061,1090.7004854368968
13.406973,52.512031,1095.2262135922365
13.406002,52.511758,1099.7519417475762
13.405901,52.511734,1104.277669902916
13.405756,52.511711,1108.8033980582557
13.405759,52.511701,1113.3291262135954
13.4058,52.511443,1117.854854368935
13.405837,52.511245,1122.3805825242748
13.40584,52.511226,1126.9063106796145
13.405837,52.511201,1131.4320388349543
13.405843,52.510843,1135.957766990294
13.405849,52.510491,1140.4834951456337
13.40585,52.51043,1145.0092233009734
13.405857,52.510135,1149.5349514563131
13.405761,52.510036,1154.0606796116529
13.405688,52.509966,1158.5864077669926
13.405526,52.509812,1163.1121359223323
13.405353,52.509648,1167.637864077672
13.405256,52.509557,1172.1635922330117
13.404584,52.508929,1176.6893203883515
13.405303,52.508327,1181.2150485436912
13.405285,52.508316,1185.740776699031
13.405126,52.508226,1190.2665048543706
13.404487,52.507869,1194.7922330097103
13.404522,52.507821,1199.31796116505
13.404791,52.507568,1203.8436893203898
13.404811,52.507553,1208.3694174757295
13.405302,52.507079,1212.8951456310692
13.405459,52.506927,1217.420873786409
13.405526,52.506862,1221.9466019417487
13.405681,52.506713,1226.4723300970884
13.40581,52.506588,1230.998058252428
13.405919,52.506482,1235.5237864077678
13.40659,52.505825,1240.0495145631076
13.406659,52.505757,1244.5752427184473
13.406033,52.505504,1249.100970873787
13.40573,52.505386,1253.6266990291267
13.405496,52.505271,1258.1524271844664
13.405449,52.505243,1262.6781553398062
13.405397,52.50521,1267.2038834951459
13.4053,52.50515,1271.7296116504856
13.405192,52.505066,1276.2553398058253
13.405145,52.505023,1280.781067961165
13.405051,52.504937,1285.3067961165048
13.404984,52.504854,1289.8325242718445
13.404729,52.504553,1294.3582524271842
13.40456,52.504364,1298.883980582524
13.404475,52.50427,1303.4097087378636
13.404236,52.504003,1307.9354368932034
13.404156,52.503908,1312.461165048543
13.40392,52.503646,1316.9868932038828
13.403817,52.503511,1321.5126213592225
13.403778,52.503465,1326.0383495145622
13.403699,52.503371,1330.564077669902
13.403629,52.503281,1335.0898058252417
13.403593,52.503236,1339.6155339805814
13.403051,52.502637,1344.1412621359211
13.402916,52.502482,1348.6669902912608
13.402644,52.502171,1353.1927184466006
13.402453,52.501958,1357.7184466019403
13.402132,52.501582,1362.24417475728
13.4017,52.501052,1366.7699029126197
13.401602,52.500931,1371.2956310679594
13.401381,52.500663,1375.8213592232992
13.401071,52.500287,1380.347087378639
13.400626,52.499744,1384.8728155339786
13.400447,52.499522,1389.3985436893183
13.400395,52.499458,1393.924271844658
13.400007,52.498913,1398.4499999999978
13.399697,52.498504,1402.9757281553375
13.399624,52.498408,1407.5014563106772
13.399512,52.498274,1412.027184466017
13.399441,52.498186,1416.5529126213567
13.399286,52.497984,1421.0786407766964
13.398966,52.497544,1425.604368932036
13.398931,52.497492,1430.1300970873758
13.398903,52.49745,1434.6558252427155
13.398744,52.497184,1439.1815533980553
13.398721,52.497105,1443.707281553395
13.398714,52.497057,1448.2330097087347
13.398713,52.496503,1452.7587378640744
13.398707,52.496468,1457.2844660194141
13.398681,52.496387,1461.8101941747539
13.401337,52.495548,1466.3359223300936
13.400368,52.494624,1470.8616504854333
13.400295,52.494541,1475.387378640773
13.400287,52.494532,1479.9131067961127
13.400265,52.494504,1484.4388349514525
13.400258,52.494495,1488.9645631067922
13.400225,52.494449,1493.490291262132
13.400106,52.49447,1498.0160194174716
13.399986,52.494491,1502.5417475728113
13.399923,52.494504,1507.067475728151
13.399775,52.494533,1511.5932038834908
13.39962,52.494564,1516.1189320388305
13.399591,52.494495,1520.6446601941702
13.399575,52.494457,1525.17038834951
13.399558,52.494406,1529.6961165048497
13.399549,52.494364,1534.2218446601894
13.399545,52.494275,1538.747572815529
13.399548,52.494207,1543.2733009708688
13.399562,52.494141,1547.7990291262086
13.399632,52.493998,1552.3247572815483
13.399674,52.493937,1556.850485436888
13.399726,52.493897,1561.3762135922277
13.3998,52.493853,1565.9019417475674
13.399968,52.493758,1570.4276699029072
13.400149,52.493711,1574.9533980582469
13.4002,52.493679,1579.4791262135866
13.400694,52.493366,1584.0048543689263
13.400951,52.493203,1588.530582524266
13.400995,52.493176,1593.0563106796058
13.401264,52.493005,1597.5820388349455
13.401626,52.492776,1602.1077669902852
13.401705,52.492726,1606.633495145625
13.401822,52.492652,1611.1592233009646
13.401911,52.492604,1615.6849514563044
13.402025,52.492542,1620.210679611644
13.40217,52.492463,1624.7364077669838
13.402223,52.492433,1629.2621359223235
13.402449,52.49229,1633.7878640776632
13.402663,52.492139,1638.313592233003
13.402742,52.492087,1642.8393203883427
13.40282,52.492034,1647.3650485436824
13.40308,52.491871,1651.8907766990221
13.40323,52.491778,1656.4165048543618
13.403495,52.491612,1660.9422330097016
13.403583,52.491557,1665.4679611650413
13.403745,52.491456,1669.993689320381
13.404133,52.491213,1674.5194174757207
13.404721,52.490845,1679.0451456310604
13.404822,52.490782,1683.5708737864002
13.404973,52.490688,1688.09660194174
13.405012,52.490663,1692.6223300970796
13.405338,52.49046,1697.1480582524193
13.405463,52.490382,1701.673786407759
13.405609,52.490293,1706.1995145630988
13.405672,52.490255,1710.7252427184385
13.405823,52.490125,1715.2509708737782
13.405865,52.490015,1719.776699029118
13.40585,52.489958,1724.3024271844577
13.405642,52.489665,1728.8281553397974
13.405613,52.489624,1733.353883495137
13.405554,52.489528,1737.8796116504768
13.405522,52.489457,1742.4053398058165
13.40546,52.489264,1746.9310679611563
13.405447,52.489178,1751.456796116496
13.405616,52.489123,1755.9825242718357
13.405744,52.488996,1760.5082524271754
13.405798,52.488978,1765.0339805825151
13.405893,52.488951,1769.5597087378549
13.406223,52.488888,1774.0854368931946
13.406309,52.488877,1778.6111650485343
13.406427,52.488865,1783.136893203874
13.406774,52.488848,1787.6626213592137
13.407188,52.488851,1792.1883495145535
13.407373,52.488852,1796.7140776698932
13.407548,52.488854,1801.239805825233
13.407585,52.488855,1805.7655339805726
13.407731,52.48886,1810.2912621359123
13.407889,52.488867,1814.816990291252
13.407931,52.488868,1819.3427184465918
13.407972,52.488867,1823.8684466019315
13.408431,52.488831,1828.3941747572712
13.408453,52.488828,1832.919902912611
13.408602,52.488809,1837.4456310679507
13.409389,52.48871,1841.9713592232904
13.409607,52.488682,1846.49708737863
13.411499,52.488435,1851.0228155339698
13.411554,52.488428,1855.5485436893096
13.411572,52.488483,1860.0742718446493
13.411943,52.488434,1864.599999999989
