lat,long,timeStamp
52.55419,13.45063,0
52.554043,13.45029,7.966666666666666666666666667
52.553998,13.450236,15.93333333333333333333333333
52.553949,13.450241,23.90000000000000000000000000
52.553669,13.450622,48.20000000000000000000000000
52.5531,13.449424,59.30000000000000000000000000
52.553055,13.449328,70.40000000000000000000000000
52.553139,13.448868,74.15000000000000000000000000
52.553129,13.448795,77.90000000000000000000000000
52.552979,13.448536,82.70000000000000000000000000
52.552656,13.448716,87.05000000000000000000000000
52.552612,13.448749,91.40000000000000000000000000
52.552595,13.449071,95.80000000000000000000000000
52.552497,13.449123,106.1666666666666666666666667
52.551564,13.449615,116.5333333333333333333333334
52.551264,13.449773,126.9000000000000000000000001
52.551155,13.449688,133.7615384615384615384615386
52.551091,13.449637,140.6230769230769230769230771
52.551035,13.44959,147.4846153846153846153846156
52.550671,13.44928,154.3461538461538461538461541
52.550083,13.448778,161.2076923076923076923076926
52.549813,13.448549,168.0692307692307692307692311
52.549405,13.448202,174.9307692307692307692307696
52.549368,13.448171,181.7923076923076923076923081
52.549326,13.448135,188.6538461538461538461538466
52.549315,13.448126,195.5153846153846153846153851
52.548554,13.447462,202.3769230769230769230769236
52.548168,13.447131,209.2384615384615384615384621
52.547705,13.446736,216.1000000000000000000000006
52.547269,13.447609,221.4750000000000000000000006
52.547194,13.447758,226.8500000000000000000000006
52.547151,13.447821,232.2250000000000000000000006
52.547064,13.447913,237.6000000000000000000000006
52.547005,13.44797,243.3619047619047619047619054
52.54698,13.447994,249.1238095238095238095238102
52.546918,13.448054,254.8857142857142857142857150
52.546851,13.448171,260.6476190476190476190476198
52.546807,13.448276,266.4095238095238095238095246
52.546738,13.448447,272.1714285714285714285714294
52.54654,13.44893,277.9333333333333333333333342
52.546515,13.448995,283.6952380952380952380952390
52.546419,13.449222,289.4571428571428571428571438
52.546359,13.44936,295.2190476190476190476190486
52.54633,13.449428,300.9809523809523809523809534
52.546083,13.450025,306.7428571428571428571428582
52.546021,13.45017,312.5047619047619047619047630
52.545999,13.450226,318.2666666666666666666666678
52.54556,13.451315,324.0285714285714285714285726
52.54541,13.451699,329.7904761904761904761904774
52.545385,13.451766,335.5523809523809523809523822
52.545341,13.452162,341.3142857142857142857142870
52.545316,13.45221,347.0761904761904761904761918
52.544958,13.452913,352.8380952380952380952380966
52.54468,13.453443,358.6000000000000000000000014
52.544496,13.453311,363.1000000000000000000000014
52.544358,13.453163,366.8000000000000000000000014
52.544164,13.453654,372.8500000000000000000000014
52.544059,13.453911,378.9000000000000000000000014
52.544016,13.453866,383.9000000000000000000000014
52.543619,13.453434,388.9000000000000000000000014
52.54358,13.453523,393.9000000000000000000000014
52.543494,13.453652,398.9000000000000000000000014
52.543035,13.453972,403.9000000000000000000000014
52.542896,13.453995,408.9000000000000000000000014
52.542621,13.454641,415.2000000000000000000000014
52.54249,13.45495,421.5000000000000000000000014
52.54241,13.455141,427.8000000000000000000000014
52.542008,13.454715,431.6000000000000000000000014
52.541895,13.454596,435.4000000000000000000000014
52.54189,13.45458,439.2000000000000000000000014
52.541856,13.454496,443.0000000000000000000000014
52.541835,13.454447,443.8333333333333333333333347
52.541811,13.454419,444.6666666666666666666666680
52.541771,13.454374,445.5000000000000000000000013
52.541614,13.454775,449.7333333333333333333333346
52.541492,13.455044,453.9666666666666666666666679
52.541441,13.455134,458.2000000000000000000000012
52.541387,13.455184,463.5358208955223880597014937
52.541325,13.455221,468.8716417910447761194029862
52.541239,13.455251,474.2074626865671641791044787
52.541153,13.45525,479.5432835820895522388059712
52.541018,13.455198,484.8791044776119402985074637
52.540967,13.455147,490.2149253731343283582089562
52.540919,13.455087,495.5507462686567164179104487
52.540752,13.454832,500.8865671641791044776119412
52.540308,13.454155,506.2223880597014925373134337
52.539755,13.453276,511.5582089552238805970149262
52.539619,13.453061,516.8940298507462686567164187
52.539362,13.452652,522.2298507462686567164179112
52.53933,13.452601,527.5656716417910447761194037
52.539266,13.4525,532.9014925373134328358208962
52.538836,13.451907,538.2373134328358208955223887
52.538628,13.451647,543.5731343283582089552238812
52.53829,13.451154,548.9089552238805970149253737
52.538268,13.45112,554.2447761194029850746268662
52.538171,13.45097,559.5805970149253731343283587
52.537935,13.450603,564.9164179104477611940298512
52.53782,13.450423,570.2522388059701492537313437
52.537376,13.449714,575.5880597014925373134328362
52.537348,13.44967,580.9238805970149253731343287
52.537244,13.449502,586.2597014925373134328358212
52.537199,13.449417,591.5955223880597014925373137
52.537115,13.449277,596.9313432835820895522388062
52.536806,13.448791,602.2671641791044776119402987
52.536521,13.44834,607.6029850746268656716417912
52.536357,13.448082,612.9388059701492537313432837
