long,lat,timeStamp
13.40154,52.569038,0
13.401577,52.568971,7.223076923076923076923076923
13.40195,52.568325,14.44615384615384615384615385
13.402021,52.568049,21.66923076923076923076923077
13.402173,52.567419,28.89230769230769230769230769
13.402192,52.567342,36.11538461538461538461538461
13.402325,52.566797,43.33846153846153846153846153
13.402411,52.566445,50.56153846153846153846153845
13.402418,52.566417,57.78461538461538461538461537
13.402467,52.566176,65.00769230769230769230769229
13.402486,52.566083,72.23076923076923076923076921
13.40259,52.565581,79.45384615384615384615384613
13.402736,52.563971,86.67692307692307692307692305
13.402747,52.563853,93.89999999999999999999999997
13.402754,52.563772,101.1230769230769230769230769
13.402776,52.563535,108.3461538461538461538461538
13.402781,52.563479,115.5692307692307692307692307
13.402818,52.563069,122.7923076923076923076923076
13.40284,52.562827,130.0153846153846153846153845
13.402847,52.562743,137.2384615384615384615384614
13.402874,52.562467,144.4615384615384615384615383
13.402885,52.562277,151.6846153846153846153846152
13.402906,52.562222,158.9076923076923076923076921
13.402949,52.562184,166.1307692307692307692307690
13.4036,52.561768,173.3538461538461538461538459
13.403714,52.561696,180.5769230769230769230769228
13.40419,52.561396,187.7999999999999999999999997
13.403831,52.561165,199.5333333333333333333333330
13.403579,52.560991,211.2666666666666666666666663
13.403221,52.560744,222.9999999999999999999999996
13.402777,52.560443,230.5777777777777777777777774
13.401909,52.559866,238.1555555555555555555555552
13.401549,52.559626,245.7333333333333333333333330
13.400875,52.559196,253.3111111111111111111111108
13.400748,52.559112,260.8888888888888888888888886
13.400238,52.558776,268.4666666666666666666666664
13.400216,52.558761,276.0444444444444444444444442
13.399872,52.558533,283.6222222222222222222222220
13.39987,52.558473,291.1999999999999999999999998
13.399798,52.558473,293.2333333333333333333333331
13.399679,52.558429,295.2666666666666666666666664
13.399442,52.558456,297.2999999999999999999999997
13.399141,52.557959,303.8428571428571428571428568
13.399044,52.557783,310.3857142857142857142857139
13.398953,52.557541,316.9285714285714285714285710
13.398883,52.557167,323.4714285714285714285714281
13.398823,52.556753,330.0142857142857142857142852
13.39884,52.556138,336.5571428571428571428571423
13.398899,52.555757,343.0999999999999999999999994
13.398964,52.555351,349.6428571428571428571428565
13.398956,52.555172,356.1857142857142857142857136
13.398906,52.554991,362.7285714285714285714285707
13.398905,52.554851,369.2714285714285714285714278
13.398912,52.554779,375.8142857142857142857142849
13.398937,52.554496,382.3571428571428571428571420
13.398931,52.554397,388.8999999999999999999999991
13.399151,52.553631,398.4499999999999999999999991
13.399198,52.553563,407.9999999999999999999999991
13.399403,52.552868,417.5499999999999999999999991
13.399493,52.552653,427.0999999999999999999999991
13.399591,52.55242,436.6499999999999999999999991
13.399836,52.551885,446.1999999999999999999999991
13.39982,52.551827,449.5499999999999999999999991
13.39993,52.551595,452.8999999999999999999999991
13.399912,52.551575,457.4888888888888888888888880
13.399897,52.551569,462.0777777777777777777777769
