lat,long,timeStamp,Distance,Unix Timestamp
52.52441053,13.34464014,0,0.0,1610381556292
52.52424978,13.34488152,27,0.024211145823330667,1610381583813
52.52397889,13.34480156,36,0.05481469066051643,1610381593009
52.52101423,13.35945542,375,1.0996151067669286,1610381931982
52.52284328,13.36893651,572,1.7725517958431412,1610382128848
52.52317301,13.36982429,584,1.8429215311123506,1610382141189
52.52427691,13.37375268,664,2.1356723859716378,1610382221021
52.52436789,13.37371302,667,2.1461386863565766,1610382224075
52.53078067,13.38400812,924,3.1428897244515905,1610382480743
52.53105974,13.38501429,939,3.2176910516317605,1610382496083
