lat,long,timeStamp
52.47040889,13.43516522,0
52.47056016,13.43510804,3
52.47075854,13.43503571,6
52.47096698,13.43498892,9
52.47104616,13.43496833,12
52.47111577,13.43495621,15
52.47140979,13.43486169,18
52.47155084,13.4348095,21
52.47174682,13.43472935,24
52.47196545,13.43464066,27
52.47219747,13.43456596,30
52.47230751,13.43457467,33
52.4724059,13.43458658,36
52.47255247,13.43480813,39
52.47262681,13.43512054,42
52.47266086,13.43539653,45
52.47269264,13.43562586,49
52.47272453,13.43586032,52
52.47278463,13.43627909,55
52.47282724,13.43665842,58
52.47291451,13.4369891,61
52.47303876,13.43731722,64
52.47315005,13.43762244,67
52.47325355,13.43788601,70
52.47337155,13.43820294,73
52.47345532,13.43846513,76
52.47355659,13.43875661,80
52.47367085,13.43907705,83
52.47374112,13.43942472,86
52.4737663,13.4395987,89
52.47378918,13.43999105,92
52.47378254,13.44025719,95
52.47377231,13.44037496,98
52.47374797,13.44038391,101
52.47374797,13.44038391,104
52.47373946,13.44039713,107
52.47374203,13.44042273,111
52.47373327,13.44042657,114
52.4737171,13.44043082,117
52.47370183,13.44041149,120
52.47371153,13.44043075,123
52.47373204,13.4404721,126
52.47375776,13.44056296,129
52.47382767,13.44060206,132
52.47402728,13.44043512,135
52.4742244,13.4402738,138
52.4744577,13.44014873,141
52.47469613,13.43997454,144
52.47498837,13.43983349,147
52.47526119,13.43979217,150
52.47546883,13.439736,153
52.47564724,13.43965744,156
52.47576428,13.4396581,159
52.47577562,13.43966623,163
52.47578469,13.4396786,166
52.47579144,13.43968945,169
52.47586722,13.43962689,172
52.47595087,13.43956305,175
52.47612077,13.439507,178
52.47630124,13.43936128,181
52.47653973,13.43928533,184
52.47677237,13.43908387,187
52.47703569,13.43892886,190
52.47729126,13.43878367,193
52.47753485,13.43851407,196
52.47781394,13.43831667,199
52.4781006,13.43815837,202
52.47841759,13.43803654,205
52.47859735,13.43770246,208
52.47876041,13.43748643,211
52.47900955,13.437386,214
52.47921931,13.43722909,217
52.47941336,13.43707056,220
52.47962924,13.43680469,223
52.4798326,13.43655176,226
52.48004343,13.43633083,229
52.48021103,13.43610481,233
52.48041528,13.43592642,236
52.48053912,13.43576976,239
52.48068965,13.43561562,242
52.48086749,13.43545818,245
52.48097965,13.43537591,248
52.48108011,13.43518043,251
52.4812669,13.43493747,254
52.48135941,13.43479412,257
52.48143421,13.43465002,260
52.48150293,13.4345265,263
52.48160305,13.43434528,266
52.48170606,13.43416675,269
52.48180133,13.43400937,272
52.48188008,13.43393427,275
52.481952,13.43377504,278
52.48199704,13.433608,281
52.48201333,13.43352205,285
52.48205716,13.43346354,288
52.48211234,13.43334679,291
52.48222582,13.43314563,294
52.48239698,13.43295528,297
52.48247851,13.43271422,300
52.48268513,13.43218689,303
52.48284084,13.43186567,306
52.48301708,13.4315223,309
52.48317634,13.43123393,312
52.48336945,13.43097743,315
52.48353133,13.43067979,318
52.48369784,13.43039622,321
52.48380019,13.43008095,324
52.48392814,13.42979455,327
52.48407915,13.42952072,330
52.48420693,13.42931097,333
52.48429535,13.42908388,336
52.48435886,13.42897344,340
52.4844395,13.42874105,343
52.48453366,13.42847687,346
52.4846596,13.42821752,349
52.48477872,13.42796622,352
52.48492553,13.42771533,355
52.48506652,13.42739524,358
52.48522357,13.42707999,361
52.4853639,13.42673489,364
52.48551729,13.42640698,367
52.48567409,13.42605442,370
52.48582654,13.42569263,373
52.48599128,13.42531612,376
52.48616324,13.42500488,379
52.48630136,13.42471077,382
52.48637589,13.42460699,385
52.48647553,13.42466076,388
52.48654386,13.42469312,392
52.4865688,13.42471509,395
52.48662899,13.42472601,398
52.48671527,13.42474509,401
52.48680219,13.4247658,404
52.48689167,13.42479366,407
52.48722077,13.42540876,410
52.4872482,13.42550701,413
52.48729392,13.42554601,416
52.48735976,13.42555892,419
52.48738684,13.42556076,422
52.48742386,13.4255657,425
52.48744323,13.42555566,428
52.4874683,13.4255605,432
52.4874683,13.4255605,435
52.48747809,13.42556656,438
52.48747809,13.42556656,441
52.48748711,13.4255669,444
52.48750845,13.42560007,447
52.48757914,13.42562117,450
52.48767417,13.42551304,453
52.48796657,13.42528605,456
52.48838532,13.42508421,459
52.48857166,13.42491697,462
52.48880373,13.42472715,465
52.48906828,13.42461844,468
52.48929859,13.42443706,472
52.4895594,13.42430349,475
52.4897972,13.42418179,478
52.4900196,13.42407461,481
52.49046472,13.4237228,484
52.4907336,13.42359569,487
52.49101282,13.4234481,490
52.49127417,13.42335163,493
52.49150944,13.42321191,496
52.49177002,13.42308141,499
52.49199263,13.42296019,502
52.49219694,13.42279015,505
52.49239559,13.42265091,508
52.49256522,13.42255148,511
52.49269748,13.42247349,514
52.49282426,13.42239396,517
52.4928943,13.42232928,521
52.49327087,13.42212785,524
52.49326118,13.42208456,527
52.49359392,13.42196193,530
52.49376867,13.42182836,533
52.49394985,13.42169566,536
52.49415757,13.42156859,539
52.4943715,13.42147395,542
52.49455396,13.42133267,545
52.49476391,13.42119909,548
52.4949596,13.42107832,551
52.49515258,13.42097907,554
52.49535044,13.42083992,557
52.49553408,13.42067234,561
52.49570458,13.42048444,564
52.49585411,13.42029547,567
52.49599954,13.42014772,570
52.49620545,13.42004673,573
52.49643216,13.41990815,576
52.49664569,13.41977606,579
52.49688649,13.41967088,582
52.49710567,13.41952042,585
52.49733382,13.41937807,588
52.49757189,13.41928684,591
52.49777472,13.41916639,594
52.49799968,13.41904018,597
52.4982155,13.41895466,600
52.49844975,13.41884994,603
52.49861247,13.41874769,606
52.49873598,13.41872813,609
52.49872915,13.41874541,612
52.49871484,13.41875261,616
52.49870277,13.41874606,619
52.49870277,13.41874606,622
52.49870277,13.41874606,625
52.49870277,13.41874606,628
52.49871386,13.41875254,631
52.49872312,13.41875524,634
52.49872312,13.41875524,637
52.49872312,13.41875524,640
52.49872312,13.41875524,643
52.49871307,13.41876589,646
52.49871307,13.41876589,649
52.49870528,13.41877375,652
