lat,long,timeStamp,Distance,Unix Timestamp
52.56220424,13.41266099,0,0.0,1615968547000
52.56204365,13.4126465,3,0.017883659824376914,1615968550000
52.5618883,13.41272914,6,0.036038581591170585,1615968553000
52.56170666,13.41274836,9,0.056277798065185326,1615968556000
52.56158517,13.41274263,12,0.06979243985853247,1615968559000
52.56148178,13.41278679,15,0.08167011505278063,1615968562000
52.56141396,13.4128253,18,0.08964801116619593,1615968565000
52.5613084,13.41284263,21,0.10144407564513874,1615968568000
52.56118835,13.41287437,24,0.11496436663334035,1615968571000
52.56106263,13.4129131,27,0.12918684925091423,1615968574000
52.56090153,13.41295935,30,0.14737114740160911,1615968577000
52.56072148,13.41295667,33,0.16739264122214775,1615968580000
52.56053263,13.41294616,36,0.1884038468802711,1615968583000
52.56034769,13.41292055,39,0.2090410053589015,1615968586000
52.56016958,13.41292263,42,0.2288464602034868,1615968589000
52.5599565,13.41294717,45,0.25259790911366314,1615968592000
52.55971609,13.41300483,48,0.2796129840433545,1615968595000
52.55945781,13.41305482,51,0.3085305798700738,1615968598000
52.5592186,13.41307975,54,0.33518288927511336,1615968601000
52.55888702,13.4130876,58,0.3720567726333392,1615968605000
52.55873667,13.41311368,60,0.38886765641605936,1615968607000
52.55847576,13.41325714,64,0.4194575700136679,1615968611000
52.55831688,13.41335773,67,0.4383877476001502,1615968614000
52.55815811,13.41342654,70,0.4566447280343576,1615968617000
52.55803502,13.41350335,73,0.47128358130304016,1615968620000
52.55791575,13.41358232,76,0.4855799731337558,1615968623000
52.5578613,13.41361497,79,0.49202432064833307,1615968626000
52.55785208,13.41362861,82,0.4934032077477054,1615968629000
52.55784054,13.41365254,85,0.4954680559304895,1615968632000
52.55783632,13.41366074,88,0.49619433396224616,1615968635000
52.55779341,13.4137205,91,0.5024462888738147,1615968638000
52.55767127,13.4137868,94,0.5167481131878573,1615968641000
52.55754991,13.41385488,97,0.5310059910902724,1615968644000
52.55739486,13.41389734,100,0.5484841019122735,1615968647000
52.55723085,13.41395243,103,0.5670975925816869,1615968650000
52.55701364,13.41402309,106,0.591718120548477,1615968653000
52.55677866,13.41405592,109,0.6179408328265041,1615968656000
52.55655488,13.41403421,112,0.6428673143136316,1615968659000
52.55632968,13.41407289,115,0.6680446093426167,1615968662000
52.55612693,13.41414119,118,0.6910573991272615,1615968665000
52.55590426,13.41415587,121,0.7158370895523611,1615968668000
52.55568968,13.41419494,124,0.7398430835365549,1615968671000
52.55547298,13.41424223,127,0.7641502270718086,1615968674000
52.55529079,13.41423887,130,0.7844101322273253,1615968677000
52.55508412,13.41426052,133,0.8074373841825588,1615968680000
52.55488104,13.41428305,136,0.8300701937402469,1615968683000
52.55467596,13.41430106,139,0.852906564190913,1615968686000
52.55448693,13.41428934,142,0.8739406995502107,1615968689000
52.55435799,13.41426886,145,0.8883448948746735,1615968692000
52.55423773,13.41427967,148,0.9017371716274671,1615968695000
52.55416486,13.41429729,151,0.9099270561040124,1615968698000
52.55410946,13.41435411,154,0.91718688582707,1615968701000
52.5540786,13.4144296,157,0.9233369315885243,1615968704000
52.55405516,13.41446277,160,0.9267753106571919,1615968707000
52.55405309,13.41445315,163,0.9274652280683336,1615968710000
52.55404682,13.4144487,166,0.9282245649202092,1615968713000
52.55404001,13.41444787,169,0.92898387974084,1615968716000
52.5540365,13.41444389,172,0.929457940953276,1615968719000
52.55403827,13.41443228,175,0.9302671692518539,1615968722000
52.55403512,13.41442193,178,0.9310496817984538,1615968725000
52.55403291,13.41440874,181,0.9319746721260599,1615968728000
52.55403199,13.41437536,184,0.9342337463898939,1615968731000
52.55403483,13.41434248,187,0.9364790180382306,1615968734000
52.55403092,13.41433573,190,0.9371093248318065,1615968737000
52.55402619,13.41434316,193,0.9378366209017979,1615968740000
52.55402577,13.41434472,196,0.9379519668671883,1615968743000
52.5540259,13.41434651,199,0.9380738455720652,1615968746000
52.55395987,13.41434425,202,0.945417646402974,1615968749000
52.5538031,13.41433077,205,0.962873506129903,1615968752000
52.55360839,13.41429146,208,0.984686809700822,1615968755000
52.55340296,13.41425497,211,1.007662450687665,1615968758000
52.55320943,13.4141622,214,1.0300774404320552,1615968761000
52.55303966,13.41408471,217,1.0496685371427086,1615968764000
52.5528276,13.41406586,220,1.0732829810486668,1615968767000
52.55255554,13.41404763,224,1.1035598124181352,1615968771000
52.55234001,13.41402995,227,1.1275554800566134,1615968774000
52.5521098,13.41396884,230,1.1534849954524016,1615968777000
52.55190205,13.41391837,233,1.1768364403255167,1615968780000
52.55169345,13.41390027,236,1.200063994218916,1615968783000
