lat,long,timeStamp,Distance,Unix Timestamp
52.513138,13.446565,0,0.0,1611072935212
52.513246,13.446851,3,0.022776983888760323,1611072938558
52.513287,13.447148,6,0.043385811879424876,1611072941579
52.513323,13.447462,9,0.06500821622153201,1611072944525
52.51327,13.447767,12,0.08647270575100023,1611072947351
52.513205,13.44804,15,0.10631038999358178,1611072950479
52.51314,13.44837,18,0.1297823311234536,1611072953313
52.513096,13.448663,21,0.15020467441066138,1611072956480
52.51303,13.448873,24,0.16619873633573695,1611072959413
52.512963,13.449205,27,0.1898686186314606,1611072962280
52.51293,13.449522,30,0.21163200854924935,1611072965380
52.512844,13.449841,33,0.2352424583968343,1611072968380
52.512832,13.450161,36,0.2569384119988248,1611072971513
52.512797,13.450432,39,0.27568580703641105,1611072974513
52.512774,13.450825,43,0.3024034280550263,1611072978380
52.512737,13.451172,46,0.32624318068094477,1611072981213
52.512614,13.451528,50,0.3539459512791414,1611072985380
52.512535,13.451885,53,0.379652313049369,1611072989180
52.512479,13.452198,58,0.40172998993389497,1611072993313
52.512391,13.452188,61,0.41153852938153035,1611072996313
52.512258,13.452174,64,0.4263577906288354,1611072999314
52.512081,13.452068,67,0.4473057897252428,1611073002314
52.511947,13.452054,69,0.46223602069931446,1611073005181
52.511784,13.452035,73,0.48040636890331095,1611073008314
52.511613,13.452024,76,0.4994352936663832,1611073011214
52.511447,13.452064,79,0.5180911089446198,1611073014448
52.511218,13.452044,81,0.5435907277728659,1611073017181
52.511066,13.451972,85,0.5611807095790213,1611073020427
52.510875,13.451703,88,0.5891532714252816,1611073023414
52.510656,13.451577,91,0.6149547506056353,1611073026448
52.510478,13.451458,94,0.6363231381831332,1611073029514
52.510316,13.451383,97,0.6550381606304128,1611073032215
52.51015,13.451261,100,0.6752589488526167,1611073035326
52.509992,13.451165,103,0.6939905504801118,1611073038481
52.509821,13.451127,106,0.7131780313205915,1611073041315
52.509618,13.451112,109,0.7357734478362657,1611073044515
52.509449,13.451068,112,0.7547998820267645,1611073047382
52.509309,13.451031,115,0.7705672981031322,1611073050215
52.509237,13.450916,118,0.7817328521283521,1611073053249
52.509186,13.450796,121,0.7916381225791549,1611073056382
52.509161,13.450779,124,0.7946466758908627,1611073059516
52.509096,13.450745,127,0.8022317981429505,1611073062267
52.508972,13.450748,130,0.8160214828414116,1611073065315
52.508845,13.450691,133,0.8306606690616126,1611073068382
52.508761,13.450672,135,0.8400891526804912,1611073071182
52.508743,13.450673,139,0.8420918080044059,1611073074423
52.508703,13.450637,142,0.847163199338984,1611073077419
52.508596,13.450546,145,0.8605605464464852,1611073080216
52.508464,13.450475,148,0.8760048272754423,1611073083316
52.508345,13.450345,151,0.8918950612452604,1611073086383
52.508201,13.450247,153,0.9092264514965119,1611073089183
52.508056,13.450135,157,0.9270426545721592,1611073092383
52.507909,13.450075,160,0.9438851826437779,1611073095483
52.507758,13.450049,163,0.9607675951466377,1611073098397
52.507581,13.449972,165,0.9811273701164495,1611073101183
52.507348,13.449906,170,1.0074180692613248,1611073105217
52.507141,13.449773,174,1.0321329649403443,1611073109317
52.506945,13.449657,178,1.0552981503167222,1611073113283
52.506742,13.449535,182,1.0793335659684902,1611073117384
52.506535,13.449419,186,1.103653066236734,1611073121250
52.506366,13.449306,189,1.1239417296159688,1611073124322
52.506192,13.449197,192,1.1446484295192307,1611073127317
52.506028,13.449091,194,1.164244901435831,1611073130184
52.505859,13.448984,198,1.18438402909117,1611073133382
52.505641,13.448843,201,1.21043544461747,1611073136300
52.505457,13.448715,204,1.2326539417460414,1611073139218
52.505281,13.44859,206,1.2539747283649856,1611073142185
52.505085,13.448443,210,1.2779326113166658,1611073145350
52.504876,13.448318,213,1.302664498053362,1611073148318
52.50466,13.448172,216,1.3286360588079416,1611073151318
52.504504,13.448029,219,1.3485000648076175,1611073154418
52.504286,13.447871,222,1.3749947448128994,1611073157218
52.504126,13.447661,225,1.3977666483640143,1611073160518
52.503914,13.447513,227,1.4233801471208973,1611073163185
52.503752,13.44737,231,1.443829428251399,1611073166493
52.503574,13.447224,234,1.4659519934560625,1611073169218
52.503392,13.447128,237,1.487207077947769,1611073172218
52.503233,13.447049,240,1.5056780189081156,1611073175318
52.503098,13.446957,243,1.5219297138321357,1611073178518
52.503028,13.446902,246,1.530557821542255,1611073181485
52.502966,13.446856,249,1.53812240784589,1611073184419
52.502919,13.446785,252,1.5452222781843343,1611073187219
52.502898,13.446724,255,1.5499657418599244,1611073190219
52.50288,13.446692,257,1.5529148961233001,1611073193185
52.502874,13.446665,261,1.5548604131807664,1611073196486
52.50287,13.446657,264,1.5555611600578987,1611073199519
52.50287,13.446657,267,1.5555611600578987,1611073202301
52.502866,13.446642,270,1.5566696137171585,1611073205219
52.502863,13.446634,273,1.5573056136111527,1611073208519
52.502813,13.446572,276,1.5642714026611815,1611073211353
