lat,long,timeStamp,Distance,Unix Timestamp
52.5743406163445,13.35940478371502,0,0.0,1616839742000
52.57447139554258,13.359443934258906,3,0.01478071025952451,1616839745000
52.5746178570072,13.359557306140085,6,0.032778547146292844,1616839748000
52.574729812451416,13.359643524587105,9,0.046523399587944214,1616839751000
52.57482694679803,13.359737734582852,12,0.059060900376838886,1616839754000
52.57494263708471,13.359841543736904,15,0.07371346378856902,1616839757000
52.57509375489674,13.359939611191718,18,0.09177658580658349,1616839760000
52.57525117362166,13.360058276436792,21,0.11103012345288608,1616839763000
52.57541730078055,13.360179647454911,24,0.13124154486294892,1616839766000
52.57554774855986,13.360272825484437,27,0.14705436851019,1616839769000
52.57568316463559,13.36037224326785,30,0.16354268904592525,1616839772000
52.57582936191825,13.360461439772216,33,0.1808805346086947,1616839775000
52.575953975116406,13.360555381577786,36,0.1961218258346614,1616839778000
52.57611385735827,13.36067556378962,40,0.21566704436620918,1616839782000
52.576217511266734,13.36076747119593,43,0.22875960163386463,1616839785000
52.57636775028307,13.36083518718253,46,0.24608078029031072,1616839788000
52.57658123591218,13.360949458018412,49,0.2710436152332235,1616839791000
52.57673592301641,13.361055158680127,52,0.28966808968248725,1616839794000
52.57692519721672,13.361164248307391,55,0.3119680526176811,1616839797000
52.57708399608523,13.36128013546132,58,0.3312842161345784,1616839800000
52.57722377239694,13.361408713430407,61,0.3490902368549489,1616839803000
52.57736283508676,13.361534378051395,64,0.3667314256234156,1616839806000
52.57751543118017,13.3615990511176,67,0.38425308297290484,1616839809000
52.57766895512383,13.36171731854653,70,0.4031021509179919,1616839812000
52.57780641264608,13.361829940281453,73,0.42017644271815774,1616839815000
52.57793829484285,13.361921706813888,76,0.4360981806996094,1616839818000
52.57808715809691,13.362030397175364,79,0.4542071940506033,1616839821000
52.57825137443338,13.362141828921567,82,0.47395873402009486,1616839824000
52.57841459923773,13.362248127007785,85,0.49347808808062565,1616839827000
52.57856991917978,13.362353383036549,88,0.5121559950933537,1616839830000
52.57871410548975,13.362452305301325,91,0.5295263531959216,1616839833000
52.57886284167234,13.36255092466971,94,0.5473570727956302,1616839836000
52.57904114294911,13.362657708550602,97,0.5684554248276315,1616839839000
52.57921086988388,13.36275479560954,100,0.5884358568271615,1616839842000
52.57936431607612,13.362843759880072,103,0.6065262572822763,1616839845000
52.57953419020497,13.362933381806132,106,0.6263623754754111,1616839848000
52.57968035877626,13.363032229165547,109,0.6439344030515473,1616839851000
52.57980224573598,13.363119672910177,112,0.6587195198143311,1616839854000
52.57992999370027,13.363218966155433,115,0.6744291374815891,1616839857000
52.58010264876661,13.363333088389016,118,0.6951182177198793,1616839860000
52.58026832697848,13.363429663554074,121,0.7146623389850091,1616839863000
52.58043443479939,13.363539172506258,124,0.7345596627560744,1616839866000
52.580610943382005,13.36365416673565,127,0.7556685493282197,1616839869000
52.58078356508389,13.3638176736871,130,0.7778154872231685,1616839872000
52.58082680696145,13.36381474345579,133,0.782627845692813,1616839875000
52.5809479012698,13.36389265978716,136,0.7970855128183177,1616839878000
52.581209228413485,13.363993048102763,140,0.826924945797752,1616839882000
52.58140697082036,13.36412443948961,143,0.8506374540032089,1616839885000
52.5815691719524,13.364265840481623,146,0.8710475602143531,1616839888000
52.5817288216482,13.364433919477934,149,0.892121459461591,1616839891000
52.58190678957524,13.364521344848436,152,0.9127733945648783,1616839894000
52.58208389482736,13.364608479873295,155,0.9333277959420139,1616839897000
52.58225797794747,13.364735986227233,158,0.9545154725671974,1616839900000
52.58240200081523,13.364850806534626,161,0.972310177194224,1616839903000
52.58254597395192,13.36496535859292,164,0.9900919981348768,1616839906000
52.58272024643529,13.365070967600833,167,1.0107421729776,1616839909000
52.58288771949431,13.36516156638318,170,1.030344585234451,1616839912000
52.58304439304453,13.365274073453492,173,1.049352043120581,1616839915000
52.58320965838145,13.365368439989451,176,1.068803327366212,1616839918000
52.58335371602495,13.365474065612714,179,1.086339584782559,1616839921000
52.58346021635095,13.36560603221615,182,1.1011630787227455,1616839924000
52.58356898178285,13.36568560995182,185,1.1143984763988843,1616839927000
52.58368267528432,13.365761151103436,188,1.1280319782613162,1616839930000
52.58387643069879,13.365872132520858,191,1.1508441273390422,1616839933000
52.58400155482924,13.36598354885522,194,1.1666631078861758,1616839936000
52.58408375374247,13.366029278204982,197,1.1763112715746313,1616839939000
52.58412484881744,13.366113120419156,200,1.183589169345065,1616839942000
52.58420764646964,13.3662316580868,203,1.1957916601693384,1616839945000
52.58427151297532,13.366305586284328,206,1.2044738451550174,1616839948000
52.58448398474102,13.366385354278083,209,1.2287065280210037,1616839951000
52.58473947936919,13.36648490619076,212,1.2579015669511597,1616839954000
52.5849282923988,13.366609853954737,215,1.2805301561435076,1616839957000
52.585140698371845,13.36669985361593,218,1.3049187762933674,1616839960000
52.58530834266936,13.366807479834758,221,1.3249279203244453,1616839963000
52.58545106068604,13.366938273594885,224,1.343091735485902,1616839966000
52.58561067250696,13.36702749542135,227,1.3618354656034424,1616839969000
52.58576738604406,13.367127916603408,230,1.3805353437467276,1616839972000
52.58590535494932,13.367203040365892,233,1.3966945226562935,1616839975000
52.58601084379211,13.367267816475527,236,1.4092141183920635,1616839978000
52.586113399111376,13.367348752260362,240,1.4218609071702375,1616839982000
52.58615766045737,13.367396888829626,243,1.4277599182156822,1616839985000
52.5861659172452,13.367401861327735,246,1.4287375611878699,1616839988000
52.58616690752137,13.367403089564773,249,1.4288754393500018,1616839991000
52.58616987588366,13.367419982684527,252,1.4300634845709832,1616839994000
