lat,long
52.491614,13.446672
52.493023,13.444439
52.493723,13.44536
52.494299,13.44613
52.494091,13.44549
52.494081,13.444725
52.494405,13.443839
52.494478,13.443768
52.495303,13.441471
52.495897,13.43977
52.496204,13.438839
52.496792,13.436917
52.496373,13.435755
52.496458,13.435346
52.496415,13.435227
52.496548,13.434511
52.496762,13.433885
52.497366,13.432096
52.497885,13.430672
52.49822,13.429595
52.49919,13.426391
52.499127,13.422299
52.499092,13.418944
52.499064,13.418208
52.499512,13.416722
52.49993,13.417119
52.500123,13.417522
52.500305,13.417381
