lat,long
52.553085,13.449416
52.553191,13.448772
52.552987,13.44853
52.552652,13.448769
52.552566,13.449192
52.551274,13.449781
52.551087,13.449628
52.549422,13.44813
52.548558,13.447381
52.547667,13.44663
52.547005,13.447976
52.54647,13.446751
52.545495,13.444556
52.544561,13.442818
52.543833,13.441999
52.543336,13.441424
52.541667,13.439411
52.541232,13.438911
52.540113,13.437638
52.539661,13.437093
52.539172,13.436532
52.538924,13.436244
52.538195,13.435411
52.537565,13.434639
52.537308,13.434351
52.536882,13.433866
52.536171,13.433048
52.535505,13.432275
52.535008,13.4317
52.534529,13.431095
52.534396,13.430929
52.534334,13.430853
52.533073,13.429413
52.532123,13.431603
52.531221,13.433529
52.53029,13.432306
52.529136,13.430928
52.52879,13.430505
52.528047,13.430244
52.527876,13.43018
52.527241,13.429938
52.526722,13.4297
52.526209,13.428932
52.525468,13.430099
52.525074,13.430733
52.524543,13.431583
52.524446,13.431462
52.523703,13.432746
52.523236,13.433569
52.522763,13.434053
52.521785,13.43555
52.521071,13.436703
52.520924,13.436934
52.520238,13.437999
52.519452,13.439194
52.518712,13.440316
52.518529,13.440531
52.518229,13.440888
52.517161,13.440661
52.516341,13.441693
52.516003,13.442196
52.516114,13.4427
52.515025,13.443576
52.514753,13.443802
52.512667,13.445497
