lat,long
52.471494,13.335254
52.471947,13.335799
52.472506,13.336465
52.472834,13.336859
52.473243,13.337343
52.474786,13.339263
52.475522,13.3402
52.476303,13.341183
52.477047,13.342149
52.477437,13.342662
52.477739,13.343055
52.478377,13.343886
52.478616,13.344203
52.47921,13.344973
52.480327,13.346481
52.48084,13.347205
52.481799,13.348399
52.48264,13.349575
52.483848,13.351778
52.484464,13.352931
52.484623,13.353231
52.485354,13.354668
52.486075,13.356104
52.486732,13.357686
52.486695,13.357802
52.486481,13.358457
52.486441,13.360471
52.4861,13.36121
52.486026,13.361428
52.48551,13.362573
52.485158,13.363546
52.485036,13.364807
52.485056,13.367941
52.485055,13.36803
52.485054,13.368971
52.485052,13.369957
52.485042,13.370898
52.485036,13.372207
52.485034,13.373266
52.485023,13.374207
52.485025,13.374854
52.485016,13.37656
52.485015,13.379046
52.484999,13.380561
52.484989,13.382267
52.48636,13.383505
52.487261,13.384241
52.48735,13.384303
52.487636,13.38446
52.488297,13.38485
52.488407,13.383824
52.4883,13.382938
