lat,long
52.542455,13.489189
52.542763,13.489802
52.543194,13.49067
52.544704,13.48494
52.545763,13.480959
52.546951,13.481676
52.547469,13.47956
52.547514,13.478708
52.547581,13.477504
52.54766,13.472814
52.54788,13.472425
52.547633,13.47196
52.54775,13.469508
52.548157,13.468433
52.548261,13.467171
52.548703,13.467009
52.548473,13.46581
52.548224,13.464801
52.548172,13.464579
52.547904,13.463584
52.547482,13.461878
52.547322,13.461697
52.547007,13.460127
52.547215,13.460016
52.546589,13.457259
52.545902,13.454293
52.545611,13.452901
52.545407,13.45185
52.545509,13.451574
52.546036,13.450179
52.54635,13.449454
52.547005,13.447976
52.547667,13.44663
52.548379,13.444771
52.549542,13.44122
52.551094,13.435742
52.552254,13.431603
52.551738,13.430335
52.551164,13.430213
52.551635,13.429081
52.552114,13.427979
52.552355,13.427296
52.552464,13.426417
52.552503,13.426109
52.552611,13.42526
52.552651,13.424923
52.552741,13.424131
52.552801,13.42353
52.552915,13.42221
52.553016,13.421154
52.553055,13.420832
52.553127,13.420084
52.553306,13.418501
52.553727,13.414544
52.553945,13.411006
52.554021,13.409846
52.554078,13.408686
52.554164,13.407409
52.554212,13.406307
52.554289,13.405016
52.554357,13.403723
52.554425,13.402475
52.554489,13.401551
52.554627,13.399555
52.554736,13.397866
52.554818,13.396884
52.55486,13.39637
52.555075,13.393965
52.555208,13.392454
52.555283,13.391398
52.555427,13.389769
52.555572,13.387994
52.555865,13.384209
52.556058,13.381376
52.556109,13.380819
52.556386,13.377621
52.55641,13.377093
52.556652,13.373894
52.556765,13.372603
52.556786,13.372354
52.557156,13.368071
52.557071,13.366759
52.556995,13.36555
52.5568,13.36444
52.55563,13.362062
52.555401,13.361613
52.555216,13.361253
52.55446,13.359742
52.554011,13.358844
52.552557,13.356133
52.551906,13.354846
52.550461,13.352091
52.549537,13.350294
52.548709,13.348707
52.547661,13.346715
52.546297,13.343977
52.54344,13.338821
52.542267,13.336693
52.541799,13.335897
52.541255,13.334673
52.541115,13.334374
52.540553,13.333163
52.540017,13.332012
52.539552,13.330099
52.5393,13.329267
52.538561,13.326123
52.538028,13.323958
52.537339,13.320345
52.535352,13.306333
52.535163,13.304708
52.534835,13.299313
52.53476,13.298752
52.534509,13.29789
52.534594,13.297496
52.533744,13.296275
52.533558,13.296004
52.533232,13.294596
52.532915,13.293188
52.532631,13.291957
52.532402,13.291567
52.532208,13.291208
52.531451,13.287284
52.531227,13.284746
52.530973,13.283296
52.531352,13.281484
