lat,long
52.535985,13.295262
52.536028,13.297102
52.535682,13.297517
52.535132,13.29844
52.535211,13.298664
52.534835,13.299313
52.535163,13.304708
52.535314,13.304802
52.534825,13.305138
52.534437,13.305258
52.534101,13.30557
52.534254,13.306399
52.534479,13.308025
52.534763,13.31002
52.534898,13.310819
52.53451,13.311762
52.532323,13.312792
52.5319,13.312851
52.530061,13.313231
52.525766,13.31469
52.525797,13.315956
52.525818,13.318104
52.525816,13.318325
52.525795,13.319427
52.525791,13.321399
52.525422,13.32396
52.524305,13.327453
52.523667,13.329815
52.522851,13.329611
52.522648,13.330105
52.522148,13.331441
52.52126,13.33375
52.520492,13.335681
52.519769,13.337672
52.519566,13.338165
52.519335,13.338731
52.518837,13.339906
52.518394,13.340965
52.517932,13.342053
52.516842,13.344679
52.514969,13.349058
52.515225,13.349567
52.5153,13.350085
52.51525,13.350509
52.515164,13.350992
52.514546,13.351574
52.514313,13.35239
52.514451,13.354557
52.5148,13.360424
52.513658,13.363754
52.513388,13.364613
52.513016,13.365719
52.51201,13.368965
52.511954,13.36911
52.511167,13.371232
52.511225,13.37169
52.511089,13.371773
52.510009,13.375165
52.509516,13.376619
52.508631,13.377045
52.508311,13.377461
52.507992,13.377877
52.507007,13.379153
52.506715,13.379541
52.505046,13.38175
52.504544,13.38241
52.503642,13.383483
52.502357,13.385043
52.501364,13.386245
52.500982,13.386674
52.49967,13.388218
52.499413,13.388725
52.498125,13.388917
52.497909,13.388983
52.497638,13.389077
52.495997,13.389492
52.495949,13.390565
52.496268,13.395077
52.495885,13.396461
52.495674,13.396866
52.49526,13.397676
52.494502,13.399534
52.494017,13.399532
52.492497,13.401996
52.489946,13.405941
52.489328,13.405685
52.489022,13.406572
52.489017,13.407867
52.488583,13.411353
