lat,long
52.464129,13.377373
52.462936,13.377083
52.463021,13.375115
52.462823,13.375108
52.462983,13.372789
52.463079,13.37138
52.463167,13.369897
52.460697,13.369682
52.460217,13.368401
52.459683,13.367868
52.459716,13.366486
52.459774,13.364502
52.459835,13.363004
52.45987,13.362299
52.459913,13.361653
52.459853,13.361357
52.459666,13.361174
52.459551,13.361052
52.458009,13.359824
52.456727,13.359472
52.457443,13.355656
52.457644,13.355369
52.45815,13.355062
52.458765,13.354745
52.459077,13.354167
52.459252,13.35301
52.459187,13.350699
52.459074,13.348665
52.459048,13.347767
52.458924,13.345144
52.458792,13.342418
52.458785,13.342241
52.458637,13.339324
52.458539,13.337614
52.458459,13.336655
52.458384,13.335299
52.458287,13.332677
52.458212,13.331336
52.458141,13.329613
52.458017,13.326902
52.457937,13.326061
52.456579,13.324426
52.456108,13.323895
52.456419,13.322597
52.455597,13.321304
52.455057,13.320491
52.454821,13.319924
52.454464,13.318853
52.454159,13.317902
52.453822,13.316655
52.453512,13.315453
52.453174,13.314264
52.452757,13.312941
52.451894,13.310411
52.45179,13.310114
52.451676,13.309801
52.450585,13.306778
52.450036,13.305244
52.449643,13.304172
52.449407,13.303517
52.448987,13.302429
52.448358,13.300789
52.447772,13.299269
52.447309,13.298062
52.446927,13.296813
52.445711,13.293654
52.445189,13.292062
52.444464,13.290184
52.443806,13.288662
52.443204,13.286965
52.441849,13.282638
52.441511,13.281479
52.439747,13.275786
52.438357,13.2714
52.437498,13.269355
52.436953,13.268204
52.436162,13.26656
52.43554,13.265023
52.435264,13.26397
52.435161,13.263496
52.434868,13.262353
52.435068,13.260521
52.435434,13.258312
52.435725,13.256336
52.437352,13.252227
52.438009,13.250572
52.438702,13.24883
52.439049,13.249195
