lat,long
52.54113,13.3684
52.53992,13.370507
52.539171,13.37157
52.539098,13.371671
52.538943,13.371886
52.538184,13.373052
52.538055,13.373283
52.537717,13.373801
52.537388,13.374335
52.537269,13.374522
52.536547,13.375527
52.536083,13.376041
52.535545,13.376729
52.534652,13.377876
52.534232,13.378406
52.532819,13.380198
52.53168,13.381616
52.531251,13.382175
52.530503,13.383106
52.529255,13.384638
52.528653,13.385383
52.527305,13.387
52.527106,13.387067
52.526367,13.387233
52.52498,13.387495
52.524403,13.387594
52.523863,13.387693
52.523403,13.387781
52.52244,13.387895
52.521836,13.387978
52.520747,13.388118
52.520324,13.388177
52.519819,13.388307
52.519729,13.388319
52.518702,13.38852
52.518034,13.388689
52.517016,13.388875
52.516134,13.389007
52.51563,13.389049
52.514783,13.389183
52.513856,13.389284
52.512982,13.389431
52.51209,13.389592
52.511171,13.389767
52.510396,13.389918
52.509469,13.390063
52.508559,13.390209
52.508091,13.390282
