lat,long
52.459625,13.523931
52.459025,13.525323
52.458527,13.526439
52.458407,13.526699
52.457731,13.527721
52.456853,13.529045
52.457137,13.532717
52.457271,13.534414
52.457287,13.534635
52.457562,13.538278
52.457593,13.538735
52.457673,13.540414
52.457701,13.542798
52.457452,13.544217
52.457226,13.54596
52.457063,13.548588
52.456727,13.549694
52.456242,13.551267
52.455793,13.554547
52.455711,13.556309
52.455862,13.558109
52.456452,13.562557
52.456451,13.563454
52.456209,13.564961
52.455887,13.565715
52.455519,13.566409
52.455191,13.566795
52.455119,13.566881
52.454517,13.567582
52.453799,13.568352
52.452787,13.569583
52.450981,13.57195
52.450789,13.572237
52.45035,13.572943
52.449474,13.574061
52.448922,13.57444
52.448768,13.574508
52.448199,13.574798
52.447509,13.575393
52.447086,13.575408
52.446461,13.575049
52.445836,13.574572
52.445781,13.57557
52.445751,13.576628
52.445306,13.577055
52.445142,13.577196
52.444553,13.577676
52.444326,13.577875
52.44409,13.578029
52.443968,13.578554
52.443819,13.57902
52.443308,13.580547
52.442597,13.582259
52.442384,13.582826
52.441837,13.584264
52.441439,13.585368
52.441301,13.585643
52.440997,13.586251
52.440887,13.586483
52.441019,13.586781
