lat,long
52.467071,13.396978
52.468528,13.393629
52.469543,13.392031
52.470538,13.389019
52.471088,13.387228
52.471573,13.386523
52.471735,13.3865
52.474785,13.386323
52.476079,13.386366
52.476229,13.385768
52.477847,13.385822
52.47818,13.385834
52.478818,13.38584
52.480203,13.385872
52.481614,13.38592
52.483295,13.385903
52.484383,13.38588
52.484986,13.385901
52.48593,13.385903
52.486622,13.385911
52.48726,13.385918
52.487395,13.385908
52.487916,13.38594
52.488598,13.386066
52.490061,13.386351
52.491287,13.386907
52.492923,13.387712
52.494119,13.388532
52.495144,13.389405
52.495997,13.389492
52.495949,13.390565
52.496268,13.395077
52.49686,13.395244
52.497594,13.395577
52.497844,13.395689
52.498364,13.395824
52.498951,13.395623
52.499222,13.396353
52.500293,13.397095
52.50141,13.397677
52.501509,13.397724
52.502536,13.398303
52.503242,13.39868
52.504655,13.399419
52.504976,13.39965
52.505373,13.400326
52.506167,13.401721
52.507864,13.40444
52.50827,13.405116
52.508332,13.405221
52.508951,13.406213
52.509596,13.407249
52.509781,13.40755
52.510398,13.408703
52.51059,13.410092
52.509616,13.411192
