lat,long
52.563221,13.505186
52.562875,13.505572
52.561928,13.506687
52.560297,13.508589
52.560096,13.50895
52.559997,13.508888
52.559649,13.50867
52.559051,13.508253
52.558418,13.507775
52.557767,13.507327
52.557142,13.506909
52.556562,13.506507
52.555964,13.506089
52.555384,13.505702
52.554,13.504773
52.552741,13.503995
52.551722,13.502608
52.55016,13.501555
52.550065,13.502037
52.549734,13.501893
52.548971,13.501794
52.548402,13.501157
52.547919,13.500935
52.547104,13.500599
52.545121,13.499458
52.544571,13.498792
52.544077,13.499541
52.543687,13.50069
52.542649,13.500214
52.542318,13.500055
52.541987,13.499912
52.541315,13.499683
52.540455,13.499375
52.539694,13.499099
52.538977,13.49884
52.538279,13.498596
52.537515,13.49935
52.536712,13.499587
52.535482,13.499472
52.534338,13.499699
52.532752,13.499954
52.531196,13.50002
52.529139,13.499862
52.526426,13.499639
52.522885,13.499475
52.521644,13.499463
52.520396,13.499348
52.518167,13.499258
52.51805,13.499225
52.51633,13.498711
52.51571,13.498602
52.513962,13.49816
52.511944,13.497651
52.511942,13.498725
52.511736,13.498659
52.511567,13.498433
52.511308,13.500778
52.511423,13.500929
52.511386,13.501075
52.511275,13.501292
52.510646,13.500461
52.510562,13.500738
52.509359,13.499786
52.508563,13.499347
52.507606,13.498859
52.505587,13.497746
52.505357,13.499048
52.505242,13.499691
