lat,long
52.464238,13.313857
52.464728,13.314285
52.465013,13.31453
52.466214,13.315703
52.467,13.316141
52.467135,13.316146
52.467118,13.317705
52.467111,13.319176
52.467115,13.319661
52.467112,13.31994
52.467045,13.321071
52.467042,13.321409
52.467044,13.322027
52.467417,13.323246
52.46785,13.32482
52.468413,13.325927
52.46916,13.326673
52.468952,13.328402
52.469176,13.33019
52.469746,13.331489
52.470536,13.332383
52.471217,13.332656
52.47133,13.332954
52.471526,13.333167
52.4715,13.334696
52.471334,13.335087
52.471494,13.335254
52.471525,13.337374
52.471488,13.339138
52.471456,13.340343
52.471564,13.340347
52.471568,13.341656
52.471572,13.342097
52.472601,13.343382
52.47116,13.343658
52.470926,13.345283
52.470598,13.347331
52.470318,13.349116
52.470237,13.349923
52.470234,13.351055
52.470434,13.352489
52.471063,13.354128
52.472427,13.356028
52.473234,13.35707
52.473358,13.357236
52.473722,13.357704
52.474688,13.358972
52.475362,13.359848
52.474974,13.360791
52.474641,13.361589
52.474239,13.362988
52.473315,13.36534
52.472798,13.366499
52.471717,13.36839
52.470913,13.369555
52.470434,13.370627
52.469843,13.372005
52.469028,13.373375
52.468697,13.37404
52.468332,13.374558
52.467066,13.376825
52.467032,13.378251
52.467035,13.379663
52.46703,13.382605
