lat,long
52.491254,13.420402
52.490075,13.419612
52.490581,13.417775
52.491012,13.416186
52.491799,13.413285
52.491996,13.412527
52.491612,13.412235
52.490891,13.410754
52.489748,13.408421
52.489767,13.408304
52.489514,13.407619
52.489682,13.407051
52.489719,13.406919
52.489868,13.406483
52.489946,13.405941
52.489328,13.405685
52.490403,13.400337
52.490888,13.397912
52.491155,13.396523
52.491183,13.396377
52.491574,13.394375
52.491916,13.392709
52.492277,13.390897
52.492581,13.389422
52.492923,13.387712
52.493171,13.386382
52.493688,13.383516
52.493525,13.382848
52.492392,13.3795
52.491896,13.378042
52.491469,13.376792
52.492163,13.373329
52.492648,13.370903
52.492942,13.369516
52.493363,13.367191
52.493641,13.365597
52.493883,13.364075
52.494095,13.362699
52.494105,13.362611
52.494302,13.361044
52.494565,13.356713
52.494671,13.35529
52.494755,13.35416
52.494821,13.352265
52.494632,13.349801
52.494454,13.348016
52.494386,13.345954
52.494337,13.342201
52.494351,13.341789
52.49436,13.340127
52.494413,13.338541
52.494597,13.337326
52.495084,13.334694
52.495284,13.3312
52.495306,13.330906
52.495917,13.330883
52.49616,13.330876
52.498056,13.327748
52.498275,13.327373
52.498262,13.326946
52.497931,13.324375
