lat,long
52.488297,13.413653
52.488583,13.411353
52.489017,13.407867
52.489257,13.407242
52.489682,13.407051
52.489719,13.406919
52.489868,13.406483
52.489946,13.405941
52.492497,13.401996
52.494017,13.399532
52.494502,13.399534
52.49526,13.397676
52.495674,13.396866
52.495885,13.396461
52.496268,13.395077
52.495949,13.390565
52.495997,13.389492
52.497638,13.389077
52.497909,13.388983
52.498125,13.388917
52.499413,13.388725
52.49967,13.388218
52.500982,13.386674
52.501364,13.386245
52.502357,13.385043
52.503642,13.383483
52.504544,13.38241
52.505046,13.38175
52.506715,13.379541
52.507007,13.379153
52.507992,13.377877
52.508311,13.377461
52.508631,13.377045
52.509516,13.376619
52.510009,13.375165
52.511089,13.371773
52.511225,13.37169
52.511167,13.371232
52.511954,13.36911
52.51201,13.368965
52.513016,13.365719
52.513388,13.364613
52.513658,13.363754
52.5148,13.360424
52.514451,13.354557
52.514313,13.35239
52.514546,13.351574
52.515164,13.350992
52.51525,13.350509
52.5153,13.350085
52.515225,13.349567
52.514969,13.349058
52.516842,13.344679
52.517932,13.342053
52.518394,13.340965
52.518837,13.339906
52.519335,13.338731
52.519566,13.338165
52.519769,13.337672
52.520492,13.335681
52.52126,13.33375
52.522148,13.331441
52.522648,13.330105
52.522851,13.329611
52.523667,13.329815
52.524305,13.327453
52.525422,13.32396
52.525791,13.321399
52.525795,13.319427
52.525816,13.318325
52.525818,13.318104
52.525797,13.315956
52.525766,13.31469
52.525748,13.313836
52.525743,13.313497
52.525707,13.311819
52.525674,13.309862
52.525644,13.306095
52.52622,13.306055
52.52659,13.304243
52.526942,13.302431
52.527463,13.300831
52.527975,13.29923
52.528267,13.298063
52.52848,13.296702
52.529365,13.296319
52.529554,13.296252
52.530413,13.295869
52.530964,13.295579
52.532213,13.2949
52.533426,13.294146
52.533941,13.293855
52.534215,13.294335
52.534556,13.294405
52.534877,13.293842
52.536236,13.293726
52.539624,13.295458
52.539651,13.294709
