lat,long
52.454542,13.334743
52.454151,13.336804
52.455278,13.337298
52.457694,13.337615
52.458539,13.337614
52.459411,13.337643
52.460238,13.337583
52.461073,13.337714
52.461251,13.337882
52.461908,13.33783
52.462009,13.339275
52.462775,13.339183
52.463675,13.339081
52.464513,13.338933
52.465485,13.338789
52.466631,13.338401
52.466851,13.33807
52.467192,13.337302
52.467545,13.336284
52.46799,13.335048
52.468064,13.334874
52.468942,13.332624
52.469746,13.331489
52.46981,13.331402
52.47091,13.329454
52.4714,13.329073
52.472529,13.328625
52.473411,13.328478
52.473381,13.327977
52.473694,13.327311
52.474408,13.326099
52.475541,13.324446
52.475778,13.324145
52.47665,13.324189
52.476696,13.321646
52.477352,13.321668
52.477376,13.32033
52.478687,13.320433
52.481501,13.320454
52.481825,13.320465
52.48321,13.320452
52.48365,13.320452
52.484029,13.320303
52.485215,13.320417
52.485691,13.320447
52.486464,13.320459
52.487115,13.319363
52.487902,13.318036
52.489148,13.315989
52.489824,13.314967
52.490016,13.314694
52.490408,13.314192
52.491367,13.312812
52.493573,13.310106
52.493913,13.310265
52.495112,13.310776
52.496114,13.311207
52.497018,13.311619
52.498011,13.312109
52.499218,13.312679
52.499925,13.312997
52.500616,13.313109
52.501945,13.313315
52.50321,13.313519
52.504494,13.313695
52.506227,13.313944
52.50777,13.314188
52.508865,13.314372
52.51066,13.314711
52.51216,13.31485
