lat,long
52.500002,13.324886
52.500131,13.327082
52.50031,13.328809
52.500493,13.330948
52.500573,13.331863
52.499357,13.335412
52.499299,13.337381
52.499576,13.339185
52.499843,13.341062
52.499984,13.342965
52.500171,13.344839
52.5003,13.346182
52.501094,13.346768
52.502516,13.349066
52.503092,13.349895
52.50281,13.351033
52.502246,13.353279
52.501756,13.355293
52.501737,13.355395
52.501511,13.356329
52.50104,13.358284
52.500619,13.359756
52.500498,13.360164
52.499704,13.362917
52.499488,13.364543
52.499282,13.366095
52.498844,13.36914
52.499943,13.370663
52.499882,13.37125
52.499822,13.371807
52.499993,13.37268
52.500105,13.373066
52.50041,13.373165
52.500459,13.373652
52.500555,13.373891
52.500599,13.373995
52.5016,13.376132
52.501969,13.376939
52.502681,13.378449
52.502786,13.378688
52.503296,13.379793
52.503384,13.379973
52.504104,13.381542
52.504544,13.38241
52.505397,13.38666
52.506382,13.386135
52.506548,13.388273
52.50673,13.390501
52.506854,13.392314
