lat,long
52.485567,13.453707
52.486862,13.451205
52.487987,13.452743
52.488963,13.453997
52.48945,13.454646
52.489805,13.455114
52.490336,13.455868
52.491621,13.457617
52.492853,13.459233
52.493411,13.459957
52.493925,13.460637
52.494306,13.46115
52.495318,13.46239
52.496579,13.463845
52.497423,13.464712
52.497045,13.465596
52.496842,13.466075
52.497871,13.467374
52.498361,13.467803
52.49929,13.46829
52.499667,13.46842
52.500652,13.468792
52.502261,13.469611
52.502716,13.46995
52.50371,13.470366
52.504416,13.470713
52.505138,13.471296
52.50533,13.471788
52.505199,13.472299
52.50503,13.47297
52.504654,13.474472
52.505384,13.475085
52.5055,13.475178
52.506927,13.47627
52.506948,13.476771
52.506644,13.478261
52.506929,13.47855
52.507303,13.478872
52.507033,13.479701
52.506548,13.481347
52.506358,13.482253
52.506369,13.483709
52.50664,13.485293
52.507698,13.48802
52.508559,13.489859
52.511945,13.491826
52.511884,13.492486
52.514439,13.493204
52.514324,13.494671
52.514173,13.496152
