lat,long
52.504377,13.39279
52.503458,13.39295
52.503347,13.393182
52.503258,13.393929
52.502745,13.394853
52.502281,13.394543
52.501122,13.394402
52.500417,13.394746
52.498951,13.395623
52.498364,13.395824
52.497844,13.395689
52.497594,13.395577
52.49686,13.395244
52.496268,13.395077
52.495885,13.396461
52.495674,13.396866
52.49526,13.397676
52.494502,13.399534
52.494435,13.399973
52.49399,13.402797
52.493875,13.403499
52.49349,13.405825
52.492934,13.408999
52.491996,13.412527
52.491799,13.413285
52.491012,13.416186
52.490581,13.417775
52.490075,13.419612
52.488612,13.423476
52.486744,13.423295
52.486401,13.424225
52.486088,13.424935
52.485323,13.426646
52.484899,13.427587
52.484328,13.428848
52.483231,13.431283
52.483149,13.431456
52.481909,13.433827
52.481433,13.434561
52.481278,13.434806
52.481059,13.435093
52.480894,13.435323
52.480474,13.435912
52.479972,13.436631
52.479609,13.436986
52.479045,13.437541
52.478266,13.43803
52.477605,13.438522
52.477179,13.438846
52.476654,13.439108
52.475994,13.439483
52.475831,13.439566
52.475316,13.439813
52.473752,13.440585
52.473372,13.440793
52.472567,13.441177
52.472297,13.441212
52.471505,13.441348
52.471442,13.44136
52.471198,13.441411
52.470433,13.441517
52.469739,13.441612
