lat,long
52.475997,13.559404
52.474883,13.559308
52.473796,13.559227
52.472359,13.559061
52.471399,13.558955
52.470941,13.558881
52.470105,13.558838
52.469998,13.558732
52.469656,13.557926
52.469481,13.556655
52.469513,13.5562
52.469705,13.553441
52.468815,13.552675
52.468206,13.553199
52.46833,13.553409
52.46881,13.553057
52.469152,13.552275
52.468916,13.551649
52.46871,13.551509
52.46824,13.550111
52.46869,13.548449
52.468764,13.545774
52.46889,13.54416
52.468561,13.542134
52.468498,13.53969
52.467951,13.537877
52.468351,13.535889
52.469036,13.532382
52.468327,13.531446
52.467441,13.530284
52.467235,13.530218
52.466997,13.529695
52.466214,13.528183
52.465896,13.527643
52.465763,13.527447
52.465128,13.527117
52.464911,13.526418
52.464891,13.525785
52.464705,13.525587
52.463862,13.524514
52.465445,13.520404
