lat,long
52.497931,13.324375
52.496952,13.324195
52.496419,13.326928
52.495114,13.327016
52.494824,13.327242
52.494298,13.327651
52.493617,13.328261
52.493101,13.329464
52.493102,13.330979
52.493158,13.332467
52.493002,13.332756
52.492954,13.333049
52.493004,13.333403
52.492793,13.333779
52.49249,13.334298
52.491811,13.335614
52.491032,13.336956
52.49061,13.336912
52.490603,13.337545
52.489991,13.338436
52.489434,13.339197
52.488488,13.339386
52.488271,13.339481
52.488209,13.3402
52.486476,13.340774
52.485619,13.341084
52.485582,13.341965
52.485584,13.342627
52.484684,13.3427
52.484502,13.342929
52.484133,13.342976
