lat,long
52.611936,13.310864
52.611072,13.311688
52.610964,13.312553
52.611083,13.313204
52.610873,13.313462
52.610809,13.313533
52.610282,13.314942
52.608682,13.316551
52.608,13.317234
52.606646,13.318527
52.607028,13.31979
52.605843,13.321222
52.60547,13.321621
52.605099,13.321814
52.604477,13.322014
52.603949,13.322614
52.602045,13.32483
52.601179,13.32433
52.600182,13.324253
52.598997,13.324051
52.597932,13.323545
52.597763,13.323451
52.597584,13.323342
52.595079,13.322154
52.593523,13.32141
52.592121,13.320495
52.591175,13.319875
52.590041,13.319131
52.589233,13.318236
52.588683,13.317511
52.588469,13.317342
52.588211,13.317142
52.586809,13.316257
