Ride,Speed (km/s)
VM2_1895138734,0.0037828380358245987
VM2_1896730571,0.005383482132071712
VM2_1901547707,0.0023551310366309607
VM2_1905829161,0.005814381110878848
VM2_1906876227,0.00405616702098269
VM2_1909027979,0.004676782331552767
VM2_1909978097,0.003661163424970342
VM2_1916321676,0.005699939061349281
VM2_1919676660,0.002143349867844085
VM2_1921101673,0.004912151816458689
VM2_1926873837,0.003286423526890773
VM2_1930159993,0.004203312420087801
VM2_1930334048,0.003915131034255088
VM2_1932833110,0.005023727623880717
VM2_1933255906,0.004276797007364297
VM2_1936537788,0.005120962155920897
VM2_1936591749,0.005216598510188184
VM2_1938597999,0.0022253338987939675
VM2_1942763867,0.005129109404399488
VM2_1942872180,0.0048473853739357635
VM2_1947037633,0.004108824309909785
VM2_1947253776,0.005145238630649802
VM2_1977158814,0.002723018674050625
VM2_1978441156,0.00517202614512847
VM2_1981420114,0.004860273252562272
VM2_1982413785,0.003818150166958473
VM2_1985597828,0.0035816823607640407
VM2_1989395761,0.0029135090350301046
VM2_1997600448,0.006677615095924502
VM2_2012526976,0.00575553522508858
VM2_2016144472,0.0042195532436027005
VM2_2023046490,0.003510715447300089
VM2_2024201774,0.00488764099931214
VM2_2025971916,0.005961252772993491
VM2_2027107538,0.004105495732915924
VM2_2042402700,0.005067783689574543
VM2_2052788433,0.004886244134874648
VM2_2054877202,0.003537516168990974
VM2_2055419551,0.0055017449332392466
VM2_205858987,0.00605771799006687
VM2_2060230207,0.0056491362991725035
VM2_2060779973,0.003945721071985382
VM2_2062336538,0.005777729799849409
VM2_2063140867,0.005895009801902274
VM2_206484565,0.005084210755401243
VM2_2068906074,0.003934833332812639
VM2_2074476658,0.003878668118788352
VM2_207606777,0.004537137937704905
VM2_2076941473,0.006020487864071698
VM2_2081910709,0.003947262473211543
VM2_208471375,0.0011348392387478714
VM2_2093123581,0.0033976791066583556
VM2_2093829563,0.004404018954408866
VM2_2095548647,0.0008418106537661971
VM2_2096800609,0.004012490109843025
VM2_2099686708,0.005573416176531764
VM2_2100932647,0.004010354974920652
VM2_2105468642,0.003980790263290049
VM2_2107410110,0.004114259667533803
VM2_210847588,0.00535341988037355
VM2_2110154901,0.005799959991588437
VM2_2114332309,0.005217305485107895
VM2_2115362732,0.0028776910695864784
VM2_2116002895,0.002770272106810739
VM2_2117698278,0.004065169544581301
VM2_2118779188,0.003197965075162681
VM2_21235146,0.004250845494551282
VM2_2131851820,0.0036783310575616377
VM2_2136425848,0.003390628030674736
VM2_2143739058,0.005409157854881459
VM2_215881309,0.005004111792053031
VM2_216371381,0.00482945809548484
VM2_219027324,0.005699144684010242
VM2_22797918,0.00546164068662196
VM2_231460971,0.0056015624999231645
VM2_245493898,0.00378520816236022
VM2_246230441,0.003301995524814655
VM2_247769917,0.004087276042074714
VM2_248110974,0.006100893348198683
VM2_258920671,0.0042002810791171045
VM2_267579149,0.004537358394929307
VM2_2687341,0.004767229118222227
VM2_269551978,0.005083630448566246
VM2_279605449,0.005517227291732439
VM2_279826162,0.005655491402083624
VM2_282774874,0.0056288364587782575
VM2_293205893,0.0042124378131953655
VM2_293852173,0.0058558273260422905
VM2_30234023,0.0058782786253728375
VM2_321628265,0.0022433495322885418
VM2_332061023,0.005270486219314562
VM2_334499434,0.005914671524755256
VM2_337621733,0.0021436457499883835
VM2_338925826,0.003955739011670116
VM2_345118171,0.004025586557852333
VM2_351503776,0.005019097792294144
VM2_352607832,0.006133608793292999
VM2_360243051,0.005761522792238641
VM2_362688309,0.006196363513581999
VM2_373059865,0.003584008929708127
VM2_377028952,0.004014737704850448
VM2_379058049,0.005604549322683519
VM2_394567980,0.0023072211213349394
VM2_39923019,0.0039454914909051834
VM2_403990602,0.0029799029075635855
VM2_406283096,0.0029171355081194965
VM2_421023275,0.003631745743147616
VM2_421698736,0.00209688421760839
VM2_422434883,0.004183391554918463
VM2_42290702,0.004143488304955658
VM2_424746308,0.006207767895344333
VM2_425481074,0.0037522240162248003
VM2_432033890,0.004734593959932271
VM2_43369996,0.00475787778101892
VM2_434189173,0.00403107144097978
VM2_435883326,0.004650568815637822
VM2_444368920,0.0051696940679396754
VM2_448205520,0.005074233794079911
VM2_453687438,0.00479781038846165
VM2_458965505,0.004199092124621323
VM2_459924570,0.005768023941908833
VM2_459991588,0.0038203755878062555
VM2_464349181,0.003945151239060666
VM2_465518803,0.004063579172934501
VM2_470582226,0.0025921673879701107
VM2_475217842,0.0037071155119696745
VM2_47987821,0.003589588783435651
VM2_484218604,0.0002863227334428836
VM2_485946277,0.003084647106547719
VM2_487463211,0.0039049867011397657
VM2_492387799,0.004579175716263607
VM2_493290084,0.003452587022503918
VM2_493383037,0.004895349751588054
VM2_497394099,0.002807854285254895
VM2_498332725,0.004696491644038919
VM2_507022292,0.005547721528934239
VM2_507252205,0.004914316149575093
VM2_508336686,0.003056500844092156
VM2_519536392,0.0031407216288680405
VM2_528429895,0.00411027008673533
VM2_529026831,0.0022730576859173314
VM2_529939754,0.005482349441767852
VM2_532145708,0.00498034152475213
VM2_534817138,0.005515297412815679
VM2_541579476,0.0038083565502976006
VM2_542683180,0.004914845522202802
VM2_546067958,0.006384544423030525
VM2_571796834,0.006145185293588956
VM2_574257936,0.00574290217967092
VM2_576629523,0.004758494689949002
VM2_581007569,0.006234433353099764
VM2_582239204,0.004659749057645567
VM2_585054784,0.004768082225990122
VM2_590624347,0.0038829729222849703
VM2_597378495,0.005257503220232065
VM2_604628296,0.004817307247221799
VM2_606205127,0.00491260765027333
VM2_610300406,0.004591473876401225
VM2_611405573,0.0018894120770307347
VM2_616771203,0.0031895083695636503
VM2_619377689,0.005770008829399524
VM2_63520354,0.005712243659476966
VM2_635515396,0.003607043917290841
VM2_636218354,0.005050702842965457
VM2_645712145,0.002126907833439302
VM2_647541315,0.0053749124854496665
VM2_653744781,0.003905855256676086
VM2_662734615,0.0035505150383819805
VM2_66300115,0.004851840162338426
VM2_673491394,0.003743385691888292
VM2_683441983,0.0037543556375927785
VM2_686159586,0.004404991992979784
VM2_693941615,0.00483002236929632
VM2_695453356,0.005313437744634164
VM2_697699065,0.004924081231064118
VM2_701065960,0.0018338355434265505
VM2_701294814,0.005199581726298686
VM2_70536581,0.0006767756268972203
VM2_708825994,0.00310206286006982
VM2_709328426,0.005891129197564387
VM2_710048251,0.0035346774689116868
VM2_713583303,0.005326796734245248
VM2_718509911,0.005261362979914945
VM2_725997835,0.00477735463115045
VM2_730398869,0.005096887002256205
VM2_734873096,0.003383306397957946
VM2_735968719,0.004526883821951307
VM2_756053808,0.006149057096926741
VM2_757274171,0.003839722777417971
VM2_758580901,0.0045960063880021865
VM2_768881231,0.006517691279885697
VM2_772375563,0.00418037737523641
VM2_775355276,0.005466017184116023
VM2_780593126,0.005154521433534339
VM2_781901393,0.003942035641481887
VM2_78312898,0.003938054118134501
VM2_784686161,0.0025553923032773738
VM2_786959599,0.0029972992190287987
VM2_787071303,0.0030943503256098937
VM2_792299655,0.005055370859222635
VM2_794103154,0.002715878770460709
VM2_794937406,0.0040483888237979005
VM2_797234795,0.0035061400859148304
VM2_798613199,0.005232763801068494
VM2_802398175,0.00536974407153729
VM2_805558133,0.004333240635627122
VM2_805836974,0.003489508791616985
VM2_8071397,0.004660916230198057
VM2_807812911,0.004117099455501475
VM2_808004000,0.005456937558577569
VM2_811600475,0.0024694492939120005
VM2_814885615,0.004491121572015117
VM2_826735624,0.005439520878361834
VM2_831401415,0.0052968186436966975
VM2_831588522,0.004247638135952159
VM2_833583743,0.005683682313831876
VM2_835158222,0.003603781736947168
VM2_844898479,0.004028250608808801
VM2_846291289,0.004827140380108688
VM2_84733923,0.00491085383816619
VM2_854844614,0.004561831288143688
VM2_858236583,0.004346171064488595
VM2_859364408,0.0034465077613534535
VM2_859526394,0.005614140652874894
VM2_867183946,0.0046375221304620845
VM2_869255567,0.001244053383742351
VM2_869843479,0.005175705067349137
VM2_873793293,0.006139111243398098
VM2_873904090,0.004703433571843767
VM2_876021045,0.004903997180808197
VM2_891732123,0.006216095886349515
VM2_892022263,0.004045938167950758
VM2_892543806,0.003927225432346757
VM2_894671641,0.00433156470268725
VM2_901007946,0.005773405528900466
VM2_909505671,0.004373092412850419
VM2_918312878,0.0043718529568906855
VM2_920278788,0.005131279795065943
VM2_925570704,0.0055466320556920206
VM2_926051290,0.005440518130492222
VM2_929386652,0.004359101298401357
VM2_931481560,0.005328980030888204
VM2_934644347,0.004949467863019149
VM2_934746053,0.005059177647766706
VM2_946146765,0.0037519504319149344
VM2_949788639,0.004887082906456062
VM2_964503820,0.0009507941933164068
VM2_965048927#2,0.0048881297055981265
VM2_965048927,0.0048881297055981265
VM2_968118375,0.004889327524320063
VM2_969558019,0.004650303601044188
VM2_970425989,0.0032569492828161957
VM2_972841628,0.003921384898793368
VM2_97303833,0.004264302292964262
VM2_974260387,0.0031555047833601736
VM2_976778249,0.0020585004647481393
VM2_978006127,0.00445126204208589
VM2_981845614,0.00313059478742039
VM2_985654841,0.004262771900312206
VM2_992853803,0.005730585709287555
VM2_996333027,0.004814525247668103
VM2_999402811,0.002795952183833748
