Ride,Speed (km/s)
VM2_-1793246175,0.0035942186892013823
VM2_-179724292,0.004188688806838938
VM2_-1800879799,0.0032447734306976735
VM2_-1801126593,0.001945727968075671
VM2_-1802738661,0.005855536042794658
VM2_-18029047,0.004763879879964202
VM2_-1805779036,0.004636305163508959
VM2_-1808725737,0.0036886385895815543
VM2_-1816262364,0.003126467064485343
VM2_-1822956799,0.004778521657300898
VM2_-1827322376,0.004639966500149513
VM2_-1832828980,0.005174299570178372
VM2_-1833680487,0.005357290132163286
VM2_-183414710,0.004751471577348634
VM2_-1834748478,0.005284473011556579
VM2_-1835999470,0.006741665239130017
VM2_-1841980413,0.0040028449180548415
VM2_-1842972147,0.005481885329979493
VM2_-184414066,0.005703731380641572
VM2_-1845546902,0.005670521223123143
VM2_-1847736803,0.00411717113273742
VM2_-1851914825,0.0056062992060275495
VM2_-185476699,0.002712654599724167
VM2_-1860058724,0.00479723133607776
VM2_-1861049093,0.004207369623779192
VM2_-186156119,0.003062798734037724
VM2_-1871556213,0.0015370529145916547
VM2_-1874539966,0.004234028540288531
VM2_-1878472842,0.0038177028566196364
VM2_-1884671853,0.006163714408704072
VM2_-1898795458,0.005020960518538864
VM2_-1902582396,0.0044284392677403995
VM2_-1915793116,0.005255959679216583
VM2_-1918009963,0.004788567331389316
VM2_-1923253938,0.006348402440858241
VM2_-1929606986,0.00487614438719124
VM2_-1930452460,0.0022040165476838606
VM2_-1932289758,0.0031059893150355306
VM2_-1936185456,0.004104930071163517
VM2_-1939551046,0.005799495530392899
VM2_-1943056350,0.004976854389844113
VM2_-1950829186,0.005383227506810429
VM2_-1955505883,0.005342704625090357
VM2_-1969201729,0.0056889591308161664
VM2_-1981667353,0.002767323056999712
VM2_-1984419570,0.004537919487748277
VM2_-1988736806,0.0057357276352487385
VM2_-1990657753,0.002917192916621123
VM2_-1999379538,0.0036806647668778786
VM2_-2009810833,0.0017429729916627339
VM2_-2010681087,0.0042583869714120795
VM2_-2024547253,0.007158484878492842
VM2_-2025108112,0.0029934982331308578
VM2_-2027495130,0.0015349778424875711
VM2_-2034096846,0.0023525968138882877
VM2_-2040534378,0.005167637632776916
VM2_-2041545999,0.00413012608231199
VM2_-2047682464,0.004780758588442565
VM2_-2049165883,0.005170246825240475
VM2_-2050564725,0.00497909085417178
VM2_-2054242772,0.003543350123514211
VM2_-2058968479,0.006217484565177411
VM2_-2062917276,0.002561602445912218
VM2_-2063279486,0.005422236759434467
VM2_-2064334700,0.0010757346819399002
VM2_-2069791672,0.00467391899434978
VM2_-207457598,0.005154864417532636
VM2_-2077320794,0.005268481619457804
VM2_-2081889227,0.0024976464831497486
VM2_-2082779372,0.003620699724401638
VM2_-2090942112,0.005492792656991982
VM2_-2091154776,0.005218322981160241
VM2_-2091760460,0.00493399763899381
VM2_-2093467272,0.0049226623940787995
VM2_-2097002965,0.005913769702855525
VM2_-2101219290,0.0047141320243166505
VM2_-2102409081,0.005598629499576635
VM2_-2105527255,0.005139341167636011
VM2_-2106569922,0.003194813941367946
VM2_-2110052336,0.003177930786229287
VM2_-2121372101,0.005829983477734256
VM2_-2130681194,0.0049245337883623555
VM2_-2132571869,0.0032781318635016297
VM2_-2142344322,0.004018963476497381
VM2_-2142610492,0.004514589176758747
VM2_-2146940645,0.004898782279654338
VM2_-215856794,0.0029451800209346246
VM2_-222903579,0.004041608865924701
VM2_-229012604,0.006037530318592231
VM2_-23485094,0.004381412913277756
VM2_-237801381,0.005246046877478816
VM2_-241079072,0.0036477994317404686
VM2_-250852375,0.0042233885878639466
VM2_-252096426,0.005505599154729245
VM2_-253625691,0.005531192331233007
VM2_-257923901,0.0032219121168452717
VM2_-26089205,0.004243638239117655
VM2_-267269588,0.005255855362075023
VM2_-269843420,0.0042381332762690275
VM2_-272855900,0.0040910124066503685
VM2_-279276900,0.0019382869384033843
VM2_-279401155,0.00494045053068884
VM2_-281797029,0.0038962698892820906
VM2_-288108540,0.004901034247721893
VM2_-29657548,0.0037545530919857514
VM2_-298482431,0.0005877161537644271
VM2_-303939880,0.0037653834488669516
VM2_-307190820,0.003357350882756919
VM2_-307827685,0.0015873584980469898
VM2_-314691829,0.0044125242701471825
VM2_-315991615,0.006286533164514793
VM2_-318397820,0.00372384047677312
VM2_-319663638,0.0034509615026332148
VM2_-325504765,0.000443056888747665
VM2_-328505673,0.005397926532554623
VM2_-32876717,0.0053790267466987
VM2_-330124420,0.003286392407550987
VM2_-331956176,0.00443586508698739
VM2_-332757055,0.00239705202133103
VM2_-34764336,0.003661237886864066
VM2_-349278997,0.0038742832903648373
VM2_-353875656,0.004286998072601345
VM2_-356716496,0.0029556364707709437
VM2_-356929032,0.004867088862840476
VM2_-357478435,0.00570320498132458
VM2_-360943333,0.005576260754325302
VM2_-366475715,0.006149261472486093
VM2_-373108143,0.0037741720545441983
VM2_-380870630,0.006194549734975357
VM2_-384222391,0.0029679010897316785
VM2_-38824649,0.0053110715451448855
VM2_-389491449,0.004226302937782078
VM2_-391566955,0.004986012815612827
VM2_-392101285,0.005444880772834458
VM2_-399207081,0.0032073688923673696
VM2_-402429932,0.003778624225713876
VM2_-405160400,0.004224252867002152
VM2_-405891130,0.00536792293206972
VM2_-409366071,0.003471544586044737
VM2_-410823660,0.004839819842345874
VM2_-412504001,0.0048572020942717386
VM2_-419914429,0.0046350233135334885
VM2_-422374920,0.005528210145140019
VM2_-423355109,0.00308363772441575
VM2_-426390886,0.0038122468949699376
VM2_-43685900,0.005562301560417939
VM2_-444619913,0.004040137797199686
VM2_-444686011,0.0039179368043620495
VM2_-451640221,0.005305910330215165
VM2_-452549886,0.0035449252388990325
VM2_-454649241,0.00413649166678185
VM2_-459640001,0.005122476765426577
VM2_-460885031,0.003513500970066561
VM2_-461837667,0.003566276238565679
VM2_-470742931,0.00594388936143211
VM2_-471194110,0.004267480351040247
VM2_-472144781,0.0021668838005724
VM2_-472267413,0.006087623460030226
VM2_-475876793,0.002894394497063017
VM2_-48079167,0.0032343445893312462
VM2_-483364595,0.005548962658075924
VM2_-487785760,0.0028782881896259145
VM2_-502029117,0.005593665124503189
VM2_-503624005,0.00553449671794007
VM2_-521281101,0.004374989498174136
VM2_-523992894,0.0059460197564856305
VM2_-527898870,0.004973039725173542
VM2_-532950448,0.00471944384159896
VM2_-54253766,0.004110620324021051
VM2_-546961330,0.004904603654127915
VM2_-549004143,0.0053215715332361364
VM2_-55319165,0.00370652101975398
VM2_-558720267,0.0033466113804731046
VM2_-562640409,0.001757004832693234
VM2_-567140090,0.00431287759796807
VM2_-575959162,0.002734214020571604
VM2_-578247684,0.00443613626524125
VM2_-578864353,0.005172917185874474
VM2_-579980142,0.0009292217039246433
VM2_-581926990,0.005774242827173802
VM2_-585010104,0.0025715095083784618
VM2_-589736712,0.005408100683699995
VM2_-591213501,0.0030259488154070037
VM2_-60045746,0.0025501337387988992
VM2_-601285141,0.0039590045437706564
VM2_-606388877,0.0040141945448088495
VM2_-606828955,0.003163005306511256
VM2_-607238989,0.0035280418005122593
VM2_-620356283,0.004802281952513371
VM2_-623906979,0.003612179875708543
VM2_-630991592,0.005520312498803399
VM2_-646515159,0.006172378415214684
VM2_-646655432,0.003394297026472025
VM2_-649401851,0.00406341486410796
VM2_-651502135,0.004250235407144042
VM2_-652287576,0.004467836033122236
VM2_-653548884,0.005871484157665473
VM2_-65548587,0.004744089096179312
VM2_-656651028,0.004571810786991278
VM2_-664591394,0.005266831880868877
VM2_-666677807,0.0017562063387545838
VM2_-66944005,0.00506886441827416
VM2_-669813009,0.004809594589029526
VM2_-673359799,0.002887179121468538
VM2_-674126974,0.004201816768388781
VM2_-674647846,0.0031663182580107894
VM2_-675634690,0.005266127669910389
VM2_-690032894,0.004529585253889092
VM2_-690262558,0.00576056595604548
VM2_-696194719,0.0050317462257316176
VM2_-709026522,0.004051967965958289
VM2_-709937676,0.004666692804099251
VM2_-711000694,0.006041069508956578
VM2_-712452800,0.003955323580705783
VM2_-723937382#2,0.0019942500711990566
VM2_-723937382,0.0019942500711990566
VM2_-724874528,0.005602455708047618
VM2_-726524175,0.006084028087078606
VM2_-727916095,0.004493072094168793
VM2_-735003968,0.0054490183647028295
VM2_-743748297,0.004106671861140984
VM2_-746905220,0.004060819374327869
VM2_-749301090,0.004117476068040944
VM2_-751057278,0.0022994350360455965
VM2_-75787818,0.00536584787873919
VM2_-75844912,0.0045778652052748834
VM2_-762191011,0.004071416005336733
VM2_-762758189,0.003217862774538804
VM2_-763037932,0.004807218725759317
VM2_-76440735,0.0041361405614764495
VM2_-76660491,0.00514293924687214
VM2_-769837434,0.005963956964327992
VM2_-779177957,0.004233830795183913
VM2_-781340868,0.004304727337860776
VM2_-781673890,0.0056301366320551495
VM2_-789541404,0.0054756738450086
VM2_-805376757,0.006154827568817182
VM2_-809091649,0.004293719250880512
VM2_-818205594,0.0026373464903443294
VM2_-822024097,0.0008865364158650983
VM2_-82550405,0.005274292843191343
VM2_-82587997,0.004113088890652577
VM2_-829344597,0.005516570630395654
VM2_-833686063#2,0.0053782004702886506
VM2_-833686063,0.0053782004702886506
VM2_-838168807,0.005689076209368416
VM2_-838425020,0.0039745189476795735
VM2_-838995829,0.004250549134816565
VM2_-856400809,0.003753286890200909
VM2_-857096210,0.0009081488416504356
VM2_-860600690,0.00585551623232823
VM2_-865871904,0.0014723604768420602
VM2_-866208252,0.004923933432394989
VM2_-867181291,0.004892145044179349
VM2_-87160086,0.004143542247902626
VM2_-887247516,0.004743210001063517
VM2_-887317892,0.0008294309384660833
VM2_-888199348,0.0034941952066427197
VM2_-888252368,0.0039004139904290015
VM2_-897173428,0.0032332775177252317
VM2_-899141483,0.005013308131011673
VM2_-900852485,0.00502077242391257
VM2_-903190496,0.003554365840387966
VM2_-903860065,0.005444849872729458
VM2_-916467014,0.0055682367947636185
VM2_-917243220,0.00484555560849786
VM2_-919717857,0.003926362355015324
VM2_-925018435,0.005623488882518903
VM2_-925492984,0.005506843975372779
VM2_-931144201,0.0046681915069353725
VM2_-933476756,0.003604390480856931
VM2_-933653993,0.00372469062091612
VM2_-934797372,0.004926472619128039
VM2_-943009245,0.002189801153774036
VM2_-944829850,0.00533772345614249
VM2_-945464103,0.0038086233464198573
VM2_-946595854,0.003929441930911366
VM2_-946786703,0.0012573786901282128
VM2_-948330619,0.005409281199417809
VM2_-953204337,0.0040042284951197545
VM2_-954554109,0.003916616597530858
VM2_-956543171,0.004893594735987063
VM2_-95888896,0.005671872308047902
VM2_-964852241,0.005771415543904182
VM2_-974841963,0.0038715369433982723
VM2_-98545497,0.00417537487502604
VM2_-986113059,0.004379644382461665
VM2_-999010784,0.001805802916995156
VM2_-999245164,0.005613754800959525
VM2_1000870275,0.0031386362954747477
VM2_1004050520,0.005366149761283639
VM2_1005340163,0.0051626464220416585
VM2_1008737878,0.005110892506854964
VM2_1012719175,0.002390840798470029
VM2_1014001858,0.003629644977284303
VM2_1014818402,0.0034267210347516085
VM2_101769979,0.004540679652509133
VM2_1027119396,0.004544959535576685
VM2_1029139041,0.002463466921283995
VM2_1030993550,0.0033078498024648045
VM2_1033369522,0.005337369258355098
VM2_1040863441,0.004920777686163322
VM2_1043394490,0.002808273407867905
VM2_1049064948,0.00511828663064132
VM2_1059189668,0.0035210781401896272
VM2_1064395041,0.00473698278989082
VM2_1067789978,0.004139443469583969
VM2_1079101031,0.0032744690414280033
VM2_1082581877,0.004960582960276736
VM2_1084387371,0.005238816641661085
VM2_1095709678,0.006658520696591296
VM2_1101393615,0.002478647069207963
VM2_110192935,0.005230469519260223
VM2_1103029656,0.004846488198365709
VM2_1109404884,0.004647967951518385
VM2_1109512883,0.005366833510703966
VM2_1113359261,0.0055905851609999386
VM2_1115827952,0.0027331474069203594
VM2_1116032456,0.0054112031376050964
VM2_1117842205,0.004936207251079233
VM2_1120461244,0.004871809092767726
VM2_1120650969,0.004194998990589517
VM2_1122766835,0.00636307290629466
VM2_1125371282,0.0037518539050910857
VM2_1125538433,0.0052644473590330145
VM2_1127031901,0.003482504323214295
VM2_1127554291,0.0027055720426386446
VM2_1130846859,0.0032179246830928484
VM2_113307789,0.004064620989499294
VM2_114093621,0.004392001876043193
VM2_1148022378,0.00495781762816443
VM2_1151044600,0.0031494472585253354
VM2_1151155683,0.005202325558701449
VM2_115134734,0.006033762291516045
VM2_1154266050,0.005438013921145519
VM2_1159125203,0.005018492077936941
VM2_1162767654,0.005780988862367124
VM2_1164356470,0.005723569125335784
VM2_1167117770,0.00289841609451984
VM2_1173887325,0.0033204209512987673
VM2_1173915600,0.005768314757606805
VM2_1177963820,0.005645943499438687
VM2_1178720781,0.003817454769394189
VM2_1183010713,0.0037872891958416247
VM2_1188667309,0.0037046559973830362
VM2_1191285941,0.0038009699204109883
VM2_1191398757,0.0039908473626908015
VM2_1192560197,0.005721507914407354
VM2_1193067339,0.00553004748200762
VM2_1194285613,0.004676832301782764
VM2_1194491227,0.005293309334309114
VM2_1196700076,0.002771495969173371
VM2_1203300228,0.003210468072111509
VM2_120566266,0.004225453778301918
VM2_1208363890,0.003901631985807294
VM2_1209358404,0.0037284559076805543
VM2_1213990852,0.0034770657898875535
VM2_1214577580,0.004808309763430572
VM2_1217694746,0.0036491284256105674
VM2_1222705974,0.0046956093067950155
VM2_1226655508,0.004000476604271541
VM2_1234250511,0.0014959458035617953
VM2_1237589291,0.004890384625811033
VM2_1243178129,0.0032213672896491434
VM2_1264046066,0.005041748269646605
VM2_1264380698,0.004618467044078196
VM2_1264701218,0.003583048865935911
VM2_1264918113,0.004136832668665852
VM2_1266189080,0.005140185983930424
VM2_1267970956,0.0046309766275180984
VM2_1269559164,0.0032882033412510903
VM2_1270625452,0.005406443625568689
VM2_1274304849,0.004851274685549698
VM2_1277797828,0.003451432487280057
VM2_1280359074,0.0025788732796568625
VM2_1287320060,0.005766139000438601
VM2_1289554239,0.0015345275132362115
VM2_1290307645,0.005197208422686142
VM2_1291649230,0.0031371924996490552
VM2_1293053461,0.0025808535513184654
VM2_1293094956,0.006055807069553939
VM2_1293655211,0.006334265150871594
VM2_1297339513,0.00463177777292394
VM2_1299489601,0.004364259946444855
VM2_129953437,0.005048779804244519
VM2_1300868591,0.005519992825385237
VM2_1304254663,0.005859902234884373
VM2_1305554396,0.0024220744827520074
VM2_1306787233,0.005363056861571406
VM2_1307102481,0.005913914410533269
VM2_1308021494,0.003910838080030273
VM2_1310854326,0.005900828758604182
VM2_1311467201,0.003292785844050767
VM2_1316482511,0.0045618882229691285
VM2_131856051,0.005591253664501398
VM2_1319517591,0.0031650770124165917
VM2_1327464667,0.00501611547478349
VM2_1333342407,0.004402298702515468
VM2_1336403938,0.003897011836603284
VM2_1337302979,0.004176554973538084
VM2_1340071908,0.004859731428684088
VM2_1344486057,0.0057227615135629906
VM2_1352619075,0.0042689859734338295
VM2_1356553051,0.002986815938841207
VM2_1357082757,0.0011506116712595633
VM2_1357338516,0.000879697708484698
VM2_1360821495,0.0010295652023704636
VM2_1363090903,0.005419008054601898
VM2_1365271697,0.001647265906641546
VM2_1365528208,0.003993425628171336
VM2_1373396780,0.0043562589256540465
VM2_1374124176,0.004084543732419486
VM2_1382110917,0.005944489150746019
VM2_139647619,0.0049417231318826
VM2_1397637977,0.005336731852780101
VM2_1403814995,0.005793328923551105
VM2_1412382539,0.0027803169704643323
VM2_141246628,0.006127989967161161
VM2_1422131151,0.005105685729979562
VM2_1422684753,0.0038142112449946275
VM2_1423192555,0.002692589672542423
VM2_1423906013,0.004650217323276383
VM2_1427250723,0.004574814084276115
VM2_142978974,0.004219403020891975
VM2_1430340301,0.005922243401281273
VM2_1432369081,0.00490560583931046
VM2_1433160076,0.005942253918093698
VM2_143918593,0.003647970524344034
VM2_1442743284,0.004223524941804891
VM2_1442978534,0.002810376781716619
VM2_144548793,0.005770014577765136
VM2_1449024324,0.0028993523558290477
VM2_1449783554,0.004125256037134015
VM2_1454759938,0.005762675673274757
VM2_1456445040,0.005766514028528139
VM2_1457699717,0.0041855604455892734
VM2_1460854884,0.0024844515691100676
VM2_1462416695,0.0017447642705748297
VM2_1466110573,0.0038282406865243145
VM2_1467972315,0.004469954341140709
VM2_1473533647,0.0050308490303911345
VM2_1485579924,0.004969616420471475
VM2_1496765004,0.0033758452218407703
VM2_1499084550,0.005062333659013599
VM2_1501070638,0.004038379742239794
VM2_1506520833,0.0052159122772634904
VM2_1507989003,0.004084578835414106
VM2_1516005951,0.0056054248055729524
VM2_1519197252,0.00296550076792682
VM2_1529917886,0.006100227358416688
VM2_1530678871,0.005892045841005892
VM2_1531783109,0.004965139104425482
VM2_1535426045,0.0035519111020094296
VM2_1541292083,0.006258575820402468
VM2_1542485040,0.003685661421319792
VM2_1549690734,0.0023201915119421585
VM2_1551045534,0.0007650366213940013
VM2_1567506187,0.00569032628516093
VM2_1576107046,0.005757874520870634
VM2_1599515057,0.003284314351846883
VM2_1601552888,0.0026586626327654655
VM2_160176014,0.005488778247473286
VM2_1605634351,0.005623066597220306
VM2_160725448,0.003726857206422579
VM2_1607951753,0.004362769263297204
VM2_1608369644,0.004800362977328806
VM2_1612545605,0.005237055492028297
VM2_1613352417,0.0026430768691809367
VM2_1614306066,0.0031529045175548334
VM2_1616146220,0.004496440631053358
VM2_1619539995,0.005178534501186937
VM2_1635764520,0.00543615699787202
VM2_1637685552,0.003386722291151245
VM2_1639211701,0.0033371462008170566
VM2_163934107,0.006185565101758778
VM2_1642388964,0.003613372993639782
VM2_1650180444,0.004114287682954601
VM2_1661518508,0.0035788051959300135
VM2_1667769423,0.005237467462243395
VM2_1667972128,0.005645950707241009
VM2_1671254374,0.004479232217574962
VM2_1675022096,0.00510654112389779
VM2_1677111934,0.004757898296503106
VM2_1678727948,0.005240522820136792
VM2_1680322226,0.0054667263589985365
VM2_1693492501,0.00526813890353625
VM2_1693607463,0.004474142646052436
VM2_1701132904,0.002497040599631327
VM2_1709851779,0.003071842955128903
VM2_1714851615,0.005737981231048589
VM2_1716886395,0.005409902533318717
VM2_1717052942,0.004526153485347556
VM2_1718192282,0.004199152699501874
VM2_1722200532,0.003922600897711984
VM2_1722681693,0.002228504768955602
VM2_1732384930,0.004288768053617873
VM2_1739292282,0.003886252044947264
VM2_174469969,0.004660828777819952
VM2_1747311897,0.0029647396456574425
VM2_1756422987,0.0058346701490538805
VM2_176950735,0.005083091489248685
VM2_1770163032,0.0021897431970296917
VM2_1771482426,0.004753819999553764
VM2_1771564159,0.0049288871627830464
VM2_1772021291,0.004230663319086234
VM2_1777506348,0.004916607360183303
VM2_1778685313,0.005728750386665336
VM2_1781810179,0.004105275774070533
VM2_1787443969,0.005463436436693098
VM2_179404748,0.004980353888204531
VM2_1802063533,0.004480903163921659
VM2_1810090723,0.004992991390843252
VM2_1810967121,0.004920134303674438
VM2_1813889004,0.005111877522424643
VM2_1813925804,0.003089997865103602
VM2_1816652728,0.0038398329864119457
VM2_1817952327,0.002773202005419571
VM2_1820713099,0.003712540102615756
VM2_1827749875,0.003426110999886584
VM2_1828973504,0.006644888852272117
VM2_1841314398,0.004537668309688819
VM2_1844924117,0.0040389340143659755
VM2_1848777554#2,0.006158861259724151
VM2_1848777554,0.006158861259724151
VM2_1848880888,0.004213099727244208
VM2_1849346230,0.005676928269185892
VM2_1852711016,0.0030569707497446665
VM2_1853592715,0.005134114959411766
VM2_186122788,0.004920893431389349
VM2_1862575445,0.005184803216436521
VM2_18666164,0.004466129053641218
VM2_1866655342,0.00344669083432729
VM2_1867063354,0.0049844339980019215
VM2_1869593576,0.00603625574719139
VM2_187137040,0.004924819729115039
VM2_1871614665,0.004821150995762061
VM2_1875837838,0.004186930189640828
VM2_187846416,0.0057213449322671625
VM2_1884844848,0.0026210151295194563
VM2_1894433689,0.004256329847000583
